,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
113,Single Family,1924,Forced air,Central,2 spaces,None,$355,"$319,900","1044 S Harvey Ave, Oak Park, IL 60304",900, No, 3, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 13.5% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1044-S-Harvey-Ave-Oak-Park-IL-60304/3814384_zpid/,"3,615 sqft",
114,Single Family,1922,"Forced air, Gas",Central,2 spaces,,$210,"$675,000","732 N Kenilworth Ave, Oak Park, IL 60302","3,210", No, 4, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 58.8% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/732-N-Kenilworth-Ave-Oak-Park-IL-60302/3802137_zpid/,"6,473 sqft", 1
115,Condo,1960,Gas,No Data,1 space,$226/month,$161,"$135,000","1115 N Harlem Ave REAR 1C, Oak Park, IL 60302",840, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 68.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1115-N-Harlem-Ave-REAR-1C-Oak-Park-IL-60302/60265714_zpid/,,
116,Single Family,1916,"Other, Radiant",Central,4 spaces,$300/month,$369,"$1,290,000","300 Linden Ave, Oak Park, IL 60302","3,494", No, 5, 5, 4,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 203.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/300-Linden-Ave-Oak-Park-IL-60302/3804232_zpid/,0.33 acres, 1
117,Single Family,1920,Forced air,Central,2 spaces,,$247,"$400,000","718 S Oak Park Ave, Oak Park, IL 60304","1,622", No, 3, 2, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 8.2% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/718-S-Oak-Park-Ave-Oak-Park-IL-60304/3816130_zpid/,"3,149 sqft", 1
118,Single Family,1916,"Forced air, Gas",Central,4 spaces,,$250,"$500,000","816 S Humphrey Ave, Oak Park, IL 60304","2,004", No, 4, 2, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 35.3% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/816-S-Humphrey-Ave-Oak-Park-IL-60304/3814097_zpid/,"6,150 sqft", 1
119,Single Family,2020,Forced air,Central,2 spaces,None,$250,"$1,100,000","741 S Cuyler Ave, Oak Park, IL 60304","4,400", Yes, 6, 5, 4,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 197.6% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/741-S-Cuyler-Ave-Oak-Park-IL-60304/3813706_zpid/,"4,220 sqft", 1
120,Condo,2007,"Forced air, Gas",Central,2 spaces,$221/mo,$231,"$369,000","170 N Marion St UNIT 4, Oak Park, IL 60301","1,600", No, 2, 3, 2,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will fall 4.6% (↓) in the next year.This home is valued 5.7% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/170-N-Marion-St-UNIT-4-Oak-Park-IL-60301/113952923_zpid/,, 1
121,Condo,No Data,Forced air,Central,1 space,$100/month,$360,"$675,000","1024 Washington Blvd #4S, Oak Park, IL 60302","1,875", Yes, 3, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 58.8% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1024-Washington-Blvd-4S-Oak-Park-IL-60302/2078304473_zpid/,, 1
122,Condo,2004,Forced air,Central,2 spaces,$314/month,$269,"$350,000","106 S Ridgeland Ave APT 412, Oak Park, IL 60302","1,300", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 17.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/106-S-Ridgeland-Ave-APT-412-Oak-Park-IL-60302/70463399_zpid/,,
123,Townhouse,2008,"Forced air, Gas",Central,2 spaces,,$186,"$419,000","413 S Kenilworth Ave APT 5, Oak Park, IL 60302","2,250", No, 3, 4, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 1.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/413-S-Kenilworth-Ave-APT-5-Oak-Park-IL-60302/87700218_zpid/,"1,619 sqft", 2
124,Single Family,1951,Gas,Central,2 spaces,,$326,"$305,000","1235 N Elmwood Ave, Oak Park, IL 60302",936, No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 28.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1235-N-Elmwood-Ave-Oak-Park-IL-60302/3801209_zpid/,"6,272 sqft",
125,Condo,1971,Gas,Wall,1 space,$361/month,$177,"$195,000","444 Washington Blvd APT 204, Oak Park, IL 60302","1,100", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 54.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/444-Washington-Blvd-APT-204-Oak-Park-IL-60302/3806517_zpid/,,
126,Condo,1907,Other,Central,1 space,$380/mo,$164,"$242,900","315 Wisconsin Ave APT 1S, Oak Park, IL 60302","1,481", No, 3, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 42.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/315-Wisconsin-Ave-APT-1S-Oak-Park-IL-60302/80842682_zpid/,,
127,Single Family,1928,"Forced air, Gas",Central,3 spaces,,$227,"$575,000","1204 Rossell Ave, Oak Park, IL 60302","2,530", No, 5, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 35.3% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1204-Rossell-Ave-Oak-Park-IL-60302/3801251_zpid/,"5,440 sqft", 1
128,Condo,1965,Baseboard,Central,2 spaces,$393/month,$175,"$139,900","427 S Euclid Ave #1-B, Oak Park, IL 60302",800, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 67.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/427-S-Euclid-Ave-1-B-Oak-Park-IL-60302/63696745_zpid/,,
129,Single Family,1904,No Data,No Data,3 spaces,,$198,"$535,000","204 S Elmwood Ave, Oak Park, IL 60302","2,700", No, 5, 3, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 25.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/204-S-Elmwood-Ave-Oak-Park-IL-60302/3806278_zpid/,"8,755 sqft", 2
130,Condo,1928,No Data,No Data,No Data,$241/mo,,"$148,000","213 N Marion St APT 1C, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 65.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/213-N-Marion-St-APT-1C-Oak-Park-IL-60302/2078353305_zpid/,,
131,Single Family,1913,Forced air,Central,3 spaces,,$245,"$625,000","730 Woodbine Ave, Oak Park, IL 60302","2,550", No, 5, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 47% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/730-Woodbine-Ave-Oak-Park-IL-60302/3802115_zpid/,"6,242 sqft", 1
132,Single Family,1929,Baseboard,Central,7 spaces,None,$142,"$579,900","1224 Columbian Ave, Oak Park, IL 60302","4,093", No, 4, 5, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 36.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1224-Columbian-Ave-Oak-Park-IL-60302/3801167_zpid/,"6,198 sqft", 2
133,Condo,1963,Baseboard,Wall,1 space,$465/month,$183,"$209,900","151 N Kenilworth Ave APT 5D, Oak Park, IL 60301","1,150", No, 2, 2, 2,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will decrease 4.6% (↓) in the next year.This home is valued 46.3% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/151-N-Kenilworth-Ave-APT-5D-Oak-Park-IL-60301/3803864_zpid/,,
134,Condo,1893,Gas,No Data,1 space,$510/month,No Data,"$169,500","346 N Austin Blvd #C, Oak Park, IL 60302",, No, 3, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 60.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/346-N-Austin-Blvd-C-Oak-Park-IL-60302/3807529_zpid/,,
135,Single Family,1926,Forced air,Central,2 spaces,None,$164,"$249,900","1155 S Scoville Ave, Oak Park, IL 60304","1,525", No, 3, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 32.4% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1155-S-Scoville-Ave-Oak-Park-IL-60304/3600539_zpid/,"3,049 sqft",
136,Townhouse,2003,"Forced air, Gas",Central,4 spaces,,$221,"$520,000","101 N Euclid Ave APT 3, Oak Park, IL 60301","2,351", No, 3, 3, 2,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will decrease 4.6% (↓) in the next year.This home is valued 32.9% higher (↑) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/101-N-Euclid-Ave-APT-3-Oak-Park-IL-60301/2078397495_zpid/,No Data, 1
137,Townhouse,1991,"Forced air, Gas",Central,1 space,,$171,"$365,000","243 S Maple Ave APT C, Oak Park, IL 60302","2,140", No, 2, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 14.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/243-S-Maple-Ave-APT-C-Oak-Park-IL-60302/3804841_zpid/,"1,141 sqft", 1
138,Single Family,1901,No Data,Wall,2 spaces,,,"$673,363","425 S East Ave, Oak Park, IL 60302","2,817", No, 4, 2,,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 58.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/425-S-East-Ave-Oak-Park-IL-60302/3806639_zpid/,"9,147 sqft",
139,Single Family,1923,Forced air,Central,3 spaces,None,$213,"$379,000","1014 Hayes Ave, Oak Park, IL 60302","1,776", No, 3, 2, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 10.8% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1014-Hayes-Ave-Oak-Park-IL-60302/3798211_zpid/,"4,125 sqft", 1
140,Condo,1962,Electric,No Data,1 space,$313/month,$192,"$100,000","135 S Kenilworth Ave APT 7, Oak Park, IL 60302",520, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 76.5% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/135-S-Kenilworth-Ave-APT-7-Oak-Park-IL-60302/3804782_zpid/,,
141,Multiple Occupancy,No Data,"Forced air, Gas",Central,3 spaces,,,"$699,000","1101 S Oak Park Ave, Oak Park, IL 60304",, No, 9, 3, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 89.1% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1101-S-Oak-Park-Ave-Oak-Park-IL-60304/2079308593_zpid/,,
142,Condo,1912,"Forced air, Gas",Central,No Data,$263/mo,$225,"$159,900","642 Adams St APT 2E, Oak Park, IL 60304",710, No, 2, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 56.7% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/642-Adams-St-APT-2E-Oak-Park-IL-60304/80823796_zpid/,,
143,Single Family,1869,Gas,Central,4 spaces,,$348,"$890,000","1016 Erie St, Oak Park, IL 60302","2,557", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 109.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1016-Erie-St-Oak-Park-IL-60302/3803243_zpid/,"6,512 sqft", 1
144,Single Family,1908,Gas,Central,2 spaces,,$197,"$750,000","511 S Kenilworth Ave, Oak Park, IL 60304","3,808", No, 5, 4, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 102.9% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/511-S-Kenilworth-Ave-Oak-Park-IL-60304/3815117_zpid/,"6,451 sqft", 2
145,Condo,1964,Gas,Wall,1 space,$389/mo,$132,"$145,000","914 N Austin Blvd APT B8, Oak Park, IL 60302","1,100", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 65.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/914-N-Austin-Blvd-APT-B8-Oak-Park-IL-60302/63696565_zpid/,,
146,Condo,1964,"Baseboard, Electric",No Data,1 space,$402/mo,$153,"$189,900","425 Home Ave APT 3D, Oak Park, IL 60302","1,244", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 55.3% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/425-Home-Ave-APT-3D-Oak-Park-IL-60302/3805566_zpid/,,
147,Condo,1928,No Data,No Data,1 space,$566/month,$203,"$324,500","220 S Maple Ave APT 37, Oak Park, IL 60302","1,600", No, 3, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 23.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/220-S-Maple-Ave-APT-37-Oak-Park-IL-60302/2078520736_zpid/,, 1
148,Condo,1924,Forced air,Other,1 space,$378/month,$183,"$164,900","210 N Oak Park Ave APT 1FF, Oak Park, IL 60302",900, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 61.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/210-N-Oak-Park-Ave-APT-1FF-Oak-Park-IL-60302/2083887366_zpid/,,
149,Single Family,1924,No Data,No Data,2 spaces,,,"$332,261","1185 S Lombard Ave, Oak Park, IL 60304","1,349", No, 2, 3,,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 10.1% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1185-S-Lombard-Ave-Oak-Park-IL-60304/3814825_zpid/,"3,125 sqft",
150,Condo,1963,Baseboard,No Data,2 spaces,$403/month,$269,"$134,500","211 N Grove Ave APT 2B, Oak Park, IL 60302",500, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 68.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/211-N-Grove-Ave-APT-2B-Oak-Park-IL-60302/3803645_zpid/,,
151,Condo,1964,"Other, Gas",Wall,1 space,$268/mo,$178,"$128,000","248 S Marion St APT 5, Oak Park, IL 60302",720, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 69.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/248-S-Marion-St-APT-5-Oak-Park-IL-60302/3804980_zpid/,,
152,Single Family,1921,Baseboard,Other,2 spaces,,$240,"$315,000","1002 N Humphrey Ave, Oak Park, IL 60302","1,310", No, 3, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 25.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1002-N-Humphrey-Ave-Oak-Park-IL-60302/3798290_zpid/,"4,138 sqft",
153,Single Family,1914,"Forced air, Gas",Central,2 spaces,,$214,"$328,000","1103 S Humphrey Ave, Oak Park, IL 60304","1,533", No, 3, 3, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 11.3% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1103-S-Humphrey-Ave-Oak-Park-IL-60304/3814655_zpid/,"4,159 sqft", 1
154,Single Family,2018,"Forced air, Gas",Central,3 spaces,,$197,"$649,000","1019 S Scoville Ave, Oak Park, IL 60304","3,300", No, 4, 4, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 75.6% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1019-S-Scoville-Ave-Oak-Park-IL-60304/2089021577_zpid/,"4,726 sqft", 1
155,Single Family,1925,Gas,Central,3 spaces,,$281,"$650,000","925 Columbian Ave, Oak Park, IL 60302","2,312", No, 4, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 52.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/925-Columbian-Ave-Oak-Park-IL-60302/3801693_zpid/,"6,198 sqft", 1
156,Condo,1926,No Data,No Data,1 space,$253/month,$168,"$109,000","1109 Holley Ct #114, Oak Park, IL 60301",650, No, 1, 1, 1,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will decrease 4.6% (↓) in the next year.This home is valued 72.1% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/1109-Holley-Ct-114-Oak-Park-IL-60301/2078559006_zpid/,,
157,Single Family,1913,Gas,No Data,2 spaces,None,$395,"$330,000","1033 Highland Ave, Oak Park, IL 60304",836, No, 2, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 10.7% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1033-Highland-Ave-Oak-Park-IL-60304/3814327_zpid/,"3,920 sqft",
158,Condo,1919,Forced air,Central,1 space,$280/month,$173,"$224,900","166 N Humphrey Ave APT 1N, Oak Park, IL 60302","1,300", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 47.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/166-N-Humphrey-Ave-APT-1N-Oak-Park-IL-60302/63696762_zpid/,,
159,Condo,1925,Forced air,Central,2 spaces,$280/month,$189,"$259,000","164 N Humphrey Ave APT 3S, Oak Park, IL 60302","1,373", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 39.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/164-N-Humphrey-Ave-APT-3S-Oak-Park-IL-60302/63696766_zpid/,,
160,Multiple Occupancy,1868,Gas,No Data,3 spaces,,,"$249,000","1109 Erie St, Oak Park, IL 60302",, No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 41.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1109-Erie-St-Oak-Park-IL-60302/2078607373_zpid/,,
161,Condo,2017,Forced air,Central,2 spaces,$486/month,$361,"$669,000","1133 Chicago Ave UNIT 4W, Oak Park, IL 60302","1,855", No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 57.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1133-Chicago-Ave-UNIT-4W-Oak-Park-IL-60302/2095380496_zpid/,,
162,Condo,2007,"Forced air, Gas",Central,2 spaces,$212/mo,$238,"$380,000","170 N Marion St UNIT 3, Oak Park, IL 60301","1,600", No, 2, 3, 2,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will fall 4.6% (↓) in the next year.This home is valued 2.9% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/170-N-Marion-St-UNIT-3-Oak-Park-IL-60301/113965090_zpid/,, 1
163,Single Family,1893,Gas,No Data,2 spaces,,$217,"$650,000","330 Home Ave, Oak Park, IL 60302","3,000", No, 4, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 52.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/330-Home-Ave-Oak-Park-IL-60302/3805310_zpid/,"8,001 sqft", 1
164,Condo,1970,Baseboard,Refrigeration,1 space,$290/month,$144,"$129,900","727 S Maple Ave APT 300, Oak Park, IL 60304",900, No, 2, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 64.9% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/727-S-Maple-Ave-APT-300-Oak-Park-IL-60304/3815516_zpid/,,
165,Single Family,1926,Gas,No Data,1 space,,$169,"$409,500","34 Le Moyne Pkwy, Oak Park, IL 60302","2,430", No, 5, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 3.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/34-Le-Moyne-Pkwy-Oak-Park-IL-60302/3797891_zpid/,"4,373 sqft", 1
166,Single Family,1920,"Baseboard, Gas",Central,2 spaces,,$258,"$465,000","838 N Taylor Ave, Oak Park, IL 60302","1,800", No, 4, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 9.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/838-N-Taylor-Ave-Oak-Park-IL-60302/3799478_zpid/,"4,534 sqft",
167,Single Family,1870,Forced air,No Data,4 spaces,,$197,"$399,000","105 N Kenilworth Ave, Oak Park, IL 60301","2,028", No, 4, 2, 1,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will decrease 4.6% (↓) in the next year.This home is valued 2% higher (↑) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/105-N-Kenilworth-Ave-Oak-Park-IL-60301/3804081_zpid/,"4,138 sqft", 1
168,Condo,2006,"Forced air, Gas",Central,1 space,$447/mo,$295,"$525,000","110 S Marion St UNIT 202, Oak Park, IL 60302","1,781", No, 2, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 23.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/110-S-Marion-St-UNIT-202-Oak-Park-IL-60302/89932874_zpid/,, 1
