,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
376,Condo,2002,Forced air,Central,2 spaces,,$408,"$590,000","512 N Mcclurg Ct APT 4210, Chicago, IL 60611","1,445", No, 2, 2, 2,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% (↓) in the next year.This home is valued 27.2% higher (↑) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/512-N-Mcclurg-Ct-APT-4210-Chicago-IL-60611/63702094_zpid/,,
377,Condo,1973,"Forced air, Gas",Central,5 spaces,$554/mo,$231,"$194,000","655 W Irving Park Rd APT 1912, Chicago, IL 60613",840, No, 1, 1, 1,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 64.1% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-1912-Chicago-IL-60613/62010584_zpid/,,
378,Single Family,1946,Forced air,Central,2 spaces,None,$167,"$289,900","6053 W Henderson St, Chicago, IL 60634","1,736", No, 3, 2, 2,"Home values in Belmont Central have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Belmont Central will fall 3% (↓) in the next year.This home is valued 14.9% higher (↑) than the median home in Belmont Central.The median Zestimate® for this neighborhood is $252,376.",https://www.zillow.com/homedetails/6053-W-Henderson-St-Chicago-IL-60634/3661142_zpid/,"4,190 sqft",
379,Single Family,1895,"Forced air, Gas",Central,1 space,,$81,"$199,000","10918 S Edbrooke Ave, Chicago, IL 60628","2,450", No, 4, 3, 2,"Home values in Roseland have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Roseland will increase 3.9% (↑) in the next year.This home is valued 137% higher (↑) than the median home in Roseland.The median Zestimate® for this neighborhood is $83,973.",https://www.zillow.com/homedetails/10918-S-Edbrooke-Ave-Chicago-IL-60628/4140236_zpid/,"3,049 sqft", 1
380,Single Family,1913,Other,None,2 spaces,,$122,"$97,000","61 E 101st St, Chicago, IL 60628",798, No, 4, 2, 2,"Home values in Roseland have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Roseland will increase 3.9% (↑) in the next year.This home is valued 15.5% higher (↑) than the median home in Roseland.The median Zestimate® for this neighborhood is $83,973.",https://www.zillow.com/homedetails/61-E-101st-St-Chicago-IL-60628/4133935_zpid/,"3,746 sqft",
381,Multiple Occupancy,1902,Gas,No Data,2 spaces,,,"$195,000","2243 S Avers Ave, Chicago, IL 60623",, No, 4, 2, 2,"Home values in Little Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Little Village will fall 0.5% (↓) in the next year.This home is valued 30% higher (↑) than the median home in Little Village.The median Zestimate® for this neighborhood is $149,958.",https://www.zillow.com/homedetails/2243-S-Avers-Ave-Chicago-IL-60623/2077637104_zpid/,,
382,Multiple Occupancy,2008,"Forced air, Gas",Central,3 spaces,,$381,"$400,000","7654 S Colfax Ave, Chicago, IL 60649","1,050", No, 9, 6, 5,"Home values in South Shore have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Shore will increase 4.3% (↑) in the next year.This home is valued 268.4% higher (↑) than the median home in South Shore.The median Zestimate® for this neighborhood is $108,577.",https://www.zillow.com/homedetails/7654-S-Colfax-Ave-Chicago-IL-60649/2094524032_zpid/,, 1
383,Condo,2020,Forced air,Central,1 space,No Data,$433,"$715,000","Floor plan: 06, Triangle Square Condos, Chicago, IL 60614",, Yes, 3, 2, 2,"Home values in Bucktown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bucktown will increase 0.5% (↑) in the next year.This home is valued 18.9% higher (↑) than the median home in Bucktown.The median Zestimate® for this neighborhood is $601,188.",https://www.zillow.com/community/triangle-square-condos/2079161485_zpid/,,
384,Single Family,1958,Forced air,Central,2 spaces,,$416,"$316,000","5061 N Kimberly Ave, Chicago, IL 60630",760, No, 4, 2, 2,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% (↓) in the next year.This home is valued 0.4% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/5061-N-Kimberly-Ave-Chicago-IL-60630/3638840_zpid/,"3,423 sqft",
385,Townhouse,1985,Forced air,Central,1 space,$661/month,$370,"$625,000","801 S Plymouth Ct UNIT G, Chicago, IL 60605","1,691", No, 2, 3, 2,"Home values in 60605 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Dearborn Park will increase 1.6% (↑) in the next year.This home is valued 62.1% higher (↑) than the median home in Dearborn Park.The median Zestimate® for this neighborhood is $385,652.",https://www.zillow.com/homedetails/801-S-Plymouth-Ct-UNIT-G-Chicago-IL-60605/3872928_zpid/,0.4 acres, 1
386,Single Family,2006,Gas,Central,4 spaces,,$147,"$225,000","1502 S Karlov Ave, Chicago, IL 60623","1,526", No, 3, 3, 3,"Home values in 60623 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lawndale will rise 2.9% (↑) in the next year.This home is valued 55.2% higher (↑) than the median home in Lawndale.The median Zestimate® for this neighborhood is $144,981.",https://www.zillow.com/homedetails/1502-S-Karlov-Ave-Chicago-IL-60623/80808990_zpid/,"3,131 sqft",
387,Single Family,1977,"Forced air, Electric, Gas",Central,7 spaces,,$248,"$899,900","5673 N Las Casas Ave, Chicago, IL 60646","3,624", No, 5, 6, 5,"Home values in Edgebrook have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgebrook will decrease 1.4% (↓) in the next year.This home is valued 105.5% higher (↑) than the median home in Edgebrook.The median Zestimate® for this neighborhood is $437,853.",https://www.zillow.com/homedetails/5673-N-Las-Casas-Ave-Chicago-IL-60646/3624872_zpid/,"6,098 sqft", 1
388,Single Family,1951,"Forced air, Gas",Central,1 space,,$168,"$369,900","3356 N Pittsburgh Ave, Chicago, IL 60634","2,200", No, 4, 3, 2,"Home values in Belmont Terrace have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Belmont Terrace will fall 3.7% (↓) in the next year.This home is valued 38.2% higher (↑) than the median home in Belmont Terrace.The median Zestimate® for this neighborhood is $267,637.",https://www.zillow.com/homedetails/3356-N-Pittsburgh-Ave-Chicago-IL-60634/3596498_zpid/,"4,443 sqft", 1
389,Single Family,1960,Gas,Central,2 spaces,,$309,"$299,900","6325 W Berenice Ave, Chicago, IL 60634",969, No, 5, 2, 2,"Home values in Portage Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Portage Park will fall 2% (↓) in the next year.This home is valued 3.5% higher (↑) than the median home in Portage Park.The median Zestimate® for this neighborhood is $289,874.",https://www.zillow.com/homedetails/6325-W-Berenice-Ave-Chicago-IL-60634/3658829_zpid/,"3,092 sqft",
390,Multi Family,1890,Forced air,Central,None,,$945,"$378,000","3659 S Wood St, Chicago, IL 60609",400, No, 6, 3, 3,"Home values in McKinley Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in McKinley Park will decrease 2.5% (↓) in the next year.This home is valued 58.9% higher (↑) than the median home in McKinley Park.The median Zestimate® for this neighborhood is $237,941.",https://www.zillow.com/homedetails/3659-S-Wood-St-Chicago-IL-60609/158884674_zpid/,,
391,Single Family,1960,"Electric, Gas",Central,2 spaces,,$83,"$199,900","9806 S Escanaba Ave, Chicago, IL 60617","2,400", No, 3, 2, 1,"Home values in South Deering have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Deering will increase 2.6% (↑) in the next year.This home is valued 115.3% higher (↑) than the median home in South Deering.The median Zestimate® for this neighborhood is $92,849.",https://www.zillow.com/homedetails/9806-S-Escanaba-Ave-Chicago-IL-60617/4168465_zpid/,"4,229 sqft", 1
392,Multi Family,1910,Gas,No Data,4 spaces,,No Data,"$385,000","3934 N Sawyer Ave, Chicago, IL 60618",, No, 6, 3, 3,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% (↓) in the next year.This home is valued 4.1% lower (↓) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3934-N-Sawyer-Ave-Chicago-IL-60618/2125203659_zpid/,,
393,Single Family,1902,Gas,No Data,2 spaces,,$71,"$85,000","11810 S Parnell Ave, Chicago, IL 60628","1,200", No, 4, 1, 1,"Home values in West Pullman have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Pullman will increase 11.3% (↑) in the next year.This home is valued 11.7% lower (↓) than the median home in West Pullman.The median Zestimate® for this neighborhood is $96,277.",https://www.zillow.com/homedetails/11810-S-Parnell-Ave-Chicago-IL-60628/4154063_zpid/,"3,702 sqft",
394,Single Family,1973,Gas,Central,None,,$85,"$85,000","5210 S Emerald Ave, Chicago, IL 60609","1,000", No, 4, 2, 1,"Home values in Back of the Yards have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Back of the Yards will rise 12.3% (↑) in the next year.This home is valued 9.1% lower (↓) than the median home in Back of the Yards.The median Zestimate® for this neighborhood is $93,520.",https://www.zillow.com/homedetails/5210-S-Emerald-Ave-Chicago-IL-60609/3984038_zpid/,"5,052 sqft", 1
395,Single Family,1924,Gas,No Data,No Data,,$129,"$130,000","9227 S La Salle St, Chicago, IL 60620","1,004", No, 3, 1, 1,"Home values in 60620 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Princeton Park will fall 1.9% (↓) in the next year.This home is valued 0.1% lower (↓) than the median home in Princeton Park.The median Zestimate® for this neighborhood is $130,070.",https://www.zillow.com/homedetails/9227-S-La-Salle-St-Chicago-IL-60620/4120036_zpid/,"4,338 sqft",
396,Condo,2020,Radiant,Central,1 space,No Data,$734,"$2,395,000","Floor plan: Unit 601 - 900 WEST, 900 WEST, Chicago, IL 60607",, Yes, 4, 5, 4,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 371.9% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/community/900-west/2083119875_zpid/,, 1
397,Multiple Occupancy,1908,Gas,No Data,2 spaces,,,"$450,000","4303 N Avers Ave, Chicago, IL 60618",, No, 5, 3, 3,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% (↓) in the next year.This home is valued 12.1% higher (↑) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4303-N-Avers-Ave-Chicago-IL-60618/2077637607_zpid/,,
398,Multi Family,1912,Forced air,No Data,2 spaces,,$145,"$179,900","8735 S Escanaba Ave, Chicago, IL 60617","1,238", No, 11, 5, 4,"Home values in South Chicago have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Chicago will decrease 5.1% (↓) in the next year.This home is valued 85.9% higher (↑) than the median home in South Chicago.The median Zestimate® for this neighborhood is $96,782.",https://www.zillow.com/homedetails/8735-S-Escanaba-Ave-Chicago-IL-60617/159239536_zpid/,, 1
399,Single Family,1957,Gas,Central,2 spaces,,$100,"$129,900","13455 S Green Bay Ave, Chicago, IL 60633","1,296", No, 4, 1, 1,"Home values in Hegewisch have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Hegewisch will increase 3.8% (↑) in the next year.This home is valued 5.6% lower (↓) than the median home in Hegewisch.The median Zestimate® for this neighborhood is $137,622.",https://www.zillow.com/homedetails/13455-S-Green-Bay-Ave-Chicago-IL-60633/4175911_zpid/,"4,064 sqft",
400,Multi Family,1919,Forced air,No Data,None,,No Data,"$199,000","3558 W Huron St, Chicago, IL 60624",, No, 4, 2, 2,"Home values in East Garfield Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Garfield Park will increase 8.8% (↑) in the next year.This home is valued 24.3% higher (↑) than the median home in East Garfield Park.The median Zestimate® for this neighborhood is $160,150.",https://www.zillow.com/homedetails/3558-W-Huron-St-Chicago-IL-60624/2107645888_zpid/,,
401,Condo,2006,Forced air,Central,1 space,$217/month,$270,"$364,900","4913 N Kenmore Ave APT 3N, Chicago, IL 60640","1,350", No, 2, 2, 2,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 20.2% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640/80833648_zpid/,,
402,Condo,1999,"Forced air, Gas",Central,2 spaces,$217/mo,$153,"$244,900","2409 W Flournoy St #B, Chicago, IL 60612","1,600", No, 2, 2, 1,"Home values in Tri-Taylor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Tri-Taylor will fall 2.1% (↓) in the next year.This home is valued 6% lower (↓) than the median home in Tri-Taylor.The median Zestimate® for this neighborhood is $260,631.",https://www.zillow.com/homedetails/2409-W-Flournoy-St-B-Chicago-IL-60612/54535555_zpid/,, 1
403,Condo,1999,"Forced air, Gas",Central,1 space,$162/mo,$390,"$429,000","1546 N Hoyne Ave APT 2, Chicago, IL 60622","1,100", No, 2, 2, 2,"Home values in Wicker Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wicker Park will increase 1.1% (↑) in the next year.This home is valued 26.7% lower (↓) than the median home in Wicker Park.The median Zestimate® for this neighborhood is $585,609.",https://www.zillow.com/homedetails/1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622/54537130_zpid/,,
404,Townhouse,2001,"Forced air, Gas",Central,2 spaces,,$235,"$564,900","2455 W Ohio St UNIT 13E, Chicago, IL 60612","2,400", No, 3, 3, 3,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will increase 1.7% (↑) in the next year.This home is valued 11.3% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612/113950920_zpid/,No Data,
405,Condo,2012,Heat pump,Central,2 spaces,,"$1,046","$3,850,000","2550 N Lakeview Ave UNIT S2803, Chicago, IL 60614","3,679", No, 4, 5,,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will decrease 0.8% (↓) in the next year.This home is valued 596.5% higher (↑) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614/123559823_zpid/,,
406,Condo,1965,Radiant,Wall,1 space,No Data,$302,"$1,450,000","1440 N Lake Shore Dr #22ABCD, Chicago, IL 60610","4,800", No, 3, 5,,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will fall 2% (↓) in the next year.This home is valued 172.4% higher (↑) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610/2077638434_zpid/,,
407,Multi Family,1929,Forced air,Central,2 spaces,,No Data,"$319,900","1917 S Ridgeway Ave, Chicago, IL 60623",, No, 6, 5, 3,"Home values in 60623 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lawndale will increase 2.9% (↑) in the next year.This home is valued 120.6% higher (↑) than the median home in Lawndale.The median Zestimate® for this neighborhood is $144,981.",https://www.zillow.com/homedetails/1917-S-Ridgeway-Ave-Chicago-IL-60623/2137137124_zpid/,, 2
408,Single Family,1891,"Forced air, Gas",No Data,2 spaces,,$35,"$124,000","2023 W James St, Chicago, IL 60609","3,550", No, 3, 2, 1,"Home values in Back of the Yards have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Back of the Yards will increase 12.3% (↑) in the next year.This home is valued 32.6% higher (↑) than the median home in Back of the Yards.The median Zestimate® for this neighborhood is $93,520.",https://www.zillow.com/homedetails/2023-W-James-St-Chicago-IL-60609/3982317_zpid/,"3,550 sqft", 1
409,Multi Family,No Data,Gas,No Data,None,,No Data,"$649,000","4050 N Hermitage Ave, Chicago, IL 60613",, No, 8, 4, 4,"Home values in 60613 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South East Ravenswood will rise 0.2% (↑) in the next year.This home is valued 85.2% higher (↑) than the median home in South East Ravenswood.The median Zestimate® for this neighborhood is $350,517.",https://www.zillow.com/homedetails/4050-N-Hermitage-Ave-Chicago-IL-60613/2094001218_zpid/,,
410,Multi Family,1890,Forced air,No Data,2 spaces,,$193,"$315,000","3214 S Racine Ave, Chicago, IL 60608","1,633", No, 4, 2, 2,"Home values in Bridgeport have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bridgeport will fall 0.2% (↓) in the next year.This home is valued 13.1% lower (↓) than the median home in Bridgeport.The median Zestimate® for this neighborhood is $362,289.",https://www.zillow.com/homedetails/3214-S-Racine-Ave-Chicago-IL-60608/2077639651_zpid/,,
411,Multi Family,1916,Forced air,Central,6 spaces,,$485,"$660,000","4518 N Central Park Ave, Chicago, IL 60625","1,360", No, 9, 3, 3,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% (↓) in the next year.This home is valued 109.7% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4518-N-Central-Park-Ave-Chicago-IL-60625/2111340236_zpid/,,
412,Condo,1985,Forced air,Other,None,$404/month,$183,"$165,000","801 S Plymouth Ct APT 308, Chicago, IL 60605",900, No, 1, 1, 1,"Home values in 60605 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Dearborn Park will rise 1.6% (↑) in the next year.This home is valued 57.2% lower (↓) than the median home in Dearborn Park.The median Zestimate® for this neighborhood is $385,652.",https://www.zillow.com/homedetails/801-S-Plymouth-Ct-APT-308-Chicago-IL-60605/3872761_zpid/,,
413,Condo,1926,Gas,Central,None,$248/month,$137,"$164,000","(Undisclosed Address), Chicago, IL 60625","1,200", No, 2, 2, 2,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% (↓) in the next year.This home is valued 47.9% lower (↓) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/Chicago-IL-60625/2136435701_zpid/,,
414,Condo,No Data,Forced air,Central,1 space,$483/month,$604,"$1,100,000","1400 W Monroe St #5E, Chicago, IL 60607","1,821", Yes, 3, 3, 2,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 161.4% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-5E-Chicago-IL-60607/2077640709_zpid/,, 1
415,Condo,1962,Baseboard,Wall,1 space,$168/month,$243,"$170,000","3037 W Montrose Ave APT 2A, Chicago, IL 60618",700, No, 2, 1, 1,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% (↓) in the next year.This home is valued 57.7% lower (↓) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618/65549790_zpid/,,
416,Single Family,1916,"Forced air, Gas",Central,2 spaces,,$247,"$425,000","4922 W Henderson St, Chicago, IL 60641","1,718", No, 4, 3, 3,"Home values in Cragin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% (↓) in the next year.This home is valued 62.9% higher (↑) than the median home in Cragin.The median Zestimate® for this neighborhood is $260,825.",https://www.zillow.com/homedetails/4922-W-Henderson-St-Chicago-IL-60641/3664704_zpid/,"3,750 sqft",
417,Condo,1884,Forced air,Central,1 space,$376/month,$306,"$375,000","515 N Noble St APT 604, Chicago, IL 60642","1,225", No, 1, 1, 1,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will increase 1.7% (↑) in the next year.This home is valued 26.1% lower (↓) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/515-N-Noble-St-APT-604-Chicago-IL-60642/3861386_zpid/,,
418,Single Family,1893,Gas,Central,2 spaces,,$154,"$185,000","1148 W 88th St, Chicago, IL 60620","1,200", No, 4, 2, 2,"Home values in Gresham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gresham will fall 3.6% (↓) in the next year.This home is valued 46.7% higher (↑) than the median home in Gresham.The median Zestimate® for this neighborhood is $126,118.",https://www.zillow.com/homedetails/1148-W-88th-St-Chicago-IL-60620/4120877_zpid/,"3,123 sqft",
419,Multi Family,1885,Other,No Data,3 spaces,,No Data,"$105,000","4849 S Justine St, Chicago, IL 60609",, No, 8, 3, 3,"Home values in Back of the Yards have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Back of the Yards will rise 12.3% (↑) in the next year.This home is valued 12.3% higher (↑) than the median home in Back of the Yards.The median Zestimate® for this neighborhood is $93,520.",https://www.zillow.com/homedetails/4849-S-Justine-St-Chicago-IL-60609/2118772118_zpid/,,
420,Single Family,1923,Forced air,Central,2 spaces,,$145,"$279,000","4814 W Wrightwood Ave, Chicago, IL 60639","1,923", No, 4, 2, 2,"Home values in Cragin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Cragin will fall 1.8% (↓) in the next year.This home is valued 7% higher (↑) than the median home in Cragin.The median Zestimate® for this neighborhood is $260,825.",https://www.zillow.com/homedetails/4814-W-Wrightwood-Ave-Chicago-IL-60639/3674397_zpid/,"4,094 sqft",
421,Condo,No Data,"Forced air, Gas",Central,1 space,,$745,"$1,970,000","Floor plan: Plan B, Parkline Chicago, Chicago, IL 60601",, Yes, 4, 4, 3,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will decrease 3.3% (↓) in the next year.This home is valued 433.7% higher (↑) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/community/parkline-chicago/2078738226_zpid/,, 1
422,Condo,1952,Baseboard,Other,1 space,$486/month,$227,"$136,000","4980 N Marine Dr APT 1231, Chicago, IL 60640",600, No, 1, 1, 1,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 55.2% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4980-N-Marine-Dr-APT-1231-Chicago-IL-60640/62008932_zpid/,,
423,Single Family,1993,Forced air,Central,2 spaces,,$294,"$349,900","2110 N Moody Ave, Chicago, IL 60639","1,190", No, 5, 2, 2,"Home values in Galewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Galewood will increase 0.7% (↑) in the next year.This home is valued 29.5% higher (↑) than the median home in Galewood.The median Zestimate® for this neighborhood is $270,111.",https://www.zillow.com/homedetails/2110-N-Moody-Ave-Chicago-IL-60639/3683250_zpid/,"3,746 sqft",
424,Condo,2008,"Forced air, Gas",Central,1 space,$358/mo,$427,"$639,900","955 W Monroe St UNIT 2D, Chicago, IL 60607","1,500", No, 2, 2, 2,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 52.1% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/955-W-Monroe-St-UNIT-2D-Chicago-IL-60607/89952012_zpid/,,
425,Condo,2020,Forced air,Central,1 space,$400/month,$431,"$825,000","2939 N Clark St #3S, Chicago, IL 60657","1,913", Yes, 3, 3, 2,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 161.5% higher (↑) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2939-N-Clark-St-3S-Chicago-IL-60657/2077641572_zpid/,, 1
426,Multiple Occupancy,1895,Gas,No Data,4 spaces,,,"$99,900","4232 W Gladys Ave, Chicago, IL 60624",, No, 8, 2, 2,"Home values in West Garfield Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Garfield Park will increase 7.1% (↑) in the next year.This home is valued 11.8% lower (↓) than the median home in West Garfield Park.The median Zestimate® for this neighborhood is $113,328.",https://www.zillow.com/homedetails/4232-W-Gladys-Ave-Chicago-IL-60624/2101100530_zpid/,,
427,Single Family,1933,"Baseboard, Gas",No Data,1 space,,$114,"$319,000","(Undisclosed Address), Chicago, IL 60634","2,800", No, 4, 2, 1,"Home values in Montclare have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Montclare will decrease 2.1% (↓) in the next year.This home is valued 24.2% higher (↑) than the median home in Montclare.The median Zestimate® for this neighborhood is $256,941.",https://www.zillow.com/homedetails/Chicago-IL-60634/2077641610_zpid/,"4,538 sqft", 1
428,Condo,1997,Forced air,Central,1 space,$200/month,$152,"$269,900","2342 W Harrison St APT 2, Chicago, IL 60612","1,775", No, 3, 2, 2,"Home values in Tri-Taylor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Tri-Taylor will fall 2.1% (↓) in the next year.This home is valued 3.6% higher (↑) than the median home in Tri-Taylor.The median Zestimate® for this neighborhood is $260,631.",https://www.zillow.com/homedetails/2342-W-Harrison-St-APT-2-Chicago-IL-60612/60270629_zpid/,,
429,Single Family,2018,Gas,Central,2 spaces,,$275,"$825,000","2933 N Spaulding Ave, Chicago, IL 60618","3,000", No, 4, 4, 3,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 104.4% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2933-N-Spaulding-Ave-Chicago-IL-60618/65558272_zpid/,"3,092 sqft", 1
430,Condo,No Data,Forced air,Central,42 spaces,$445/month,$613,"$1,130,000","1400 W Monroe St #7D, Chicago, IL 60607","1,843", Yes, 3, 3, 2,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 168.6% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-7D-Chicago-IL-60607/2077642345_zpid/,, 1
431,Condo,1998,Forced air,Central,1 space,None,$332,"$399,000","1720 N Kedzie Ave APT H, Chicago, IL 60647","1,200", No, 3, 3, 2,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 1.2% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647/60200537_zpid/,, 1
432,Condo,2002,Forced air,Central,1 space,$936/month,$316,"$395,000","645 N Kingsbury St APT 2308, Chicago, IL 60654","1,250", No, 2, 2, 2,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 7.1% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2308-Chicago-IL-60654/63699867_zpid/,,
