,Type,Year built,Heating,Cooling,Parking,HOA,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms
112,Condo,2008,Forced air,Central,1 space,$566/month,,$202,"$279,000","9715 Woods Dr UNIT 607, Skokie, IL 60077","1,384", No, 1, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 5.3% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9715-Woods-Dr-UNIT-607-Skokie-IL-60077/99345817_zpid/,
113,Single Family,1959,Gas,Central,No Data,,"6,534 sqft",$226,"$305,000","9244 Keating Ave, Skokie, IL 60076","1,350", No, 3, 2, 1,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 2.3% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9244-Keating-Ave-Skokie-IL-60076/3521992_zpid/, 1
114,Single Family,1949,Gas,Central,1 space,,"6,076 sqft",,"$368,360","4918 Coyle Ave, Skokie, IL 60077","1,500", No, 3, 2, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will fall 2.1% (↓) in the next year.This home is valued 25% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4918-Coyle-Ave-Skokie-IL-60077/3554843_zpid/, 1
115,Multi Family,1950,Gas,No Data,4 spaces,,,No Data,"$639,500","8237 Kilpatrick Ave, Skokie, IL 60076",, No, 8, 4, 4,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 104.8% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8237-Kilpatrick-Ave-Skokie-IL-60076/2084006939_zpid/,
116,Single Family,1955,No Data,Central,1 space,,"3,690 sqft",,"$291,244","8433 Keystone Ave, Skokie, IL 60076","1,172", No, 3, 1,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 6.7% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8433-Keystone-Ave-Skokie-IL-60076/3536583_zpid/,
117,Townhouse,1982,"Forced air, Gas",Central,2 spaces,,No Data,$153,"$327,500","9652 N Laramie Ave #1, Skokie, IL 60077","2,138", No, 3, 3, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 11.1% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9652-N-Laramie-Ave-1-Skokie-IL-60077/2080575984_zpid/, 1
118,Condo,1957,Gas,No Data,1 space,$228/month,,$154,"$169,000","4821 Hull St APT 2C, Skokie, IL 60077","1,100", No, 3, 2, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 42.7% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4821-Hull-St-APT-2C-Skokie-IL-60077/3549027_zpid/, 1
119,Single Family,1968,No Data,Central,2 spaces,,"5,016 sqft",,"$584,410","6851 Lockwood Ave, Skokie, IL 60077","3,380", No, 6, 3,,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will decrease 2.1% (↓) in the next year.This home is valued 98.3% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/6851-Lockwood-Ave-Skokie-IL-60077/3554194_zpid/,
120,Single Family,2008,"Forced air, Gas",Central,2 spaces,,"4,059 sqft",$176,"$679,000","9432 Le Claire Ave, Skokie, IL 60077","3,867", No, 6, 5, 4,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 130.4% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9432-Le-Claire-Ave-Skokie-IL-60077/3525469_zpid/, 1
121,Single Family,1954,No Data,Central,2 spaces,,"8,371 sqft",,"$379,707","5101 Jarlath Ave, Skokie, IL 60077","1,699", No, 4, 2,,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will fall 2.1% (↓) in the next year.This home is valued 28.9% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5101-Jarlath-Ave-Skokie-IL-60077/3550166_zpid/,
122,Condo,2007,"Electric, Gas",Central,1 space,$480/mo,,$237,"$284,000","9715 Woods Dr UNIT 1005, Skokie, IL 60077","1,200", No, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 3.6% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9715-Woods-Dr-UNIT-1005-Skokie-IL-60077/101265830_zpid/,
123,Single Family,1958,No Data,Central,1 space,,"3,100 sqft",,"$195,000","3816 Howard St, Skokie, IL 60076","1,282", No, 3, 3,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 37.6% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3816-Howard-St-Skokie-IL-60076/3544971_zpid/,
124,Single Family,1958,No Data,Central,2 spaces,,"6,765 sqft",,"$366,093","9914 Keystone Ave, Skokie, IL 60076","1,288", No, 3, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 17.2% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9914-Keystone-Ave-Skokie-IL-60076/3514584_zpid/,
125,Condo,2020,Gas,Central,1 space,$185/month,,$320,"$385,000","8039 Elmwood Ave #203, Skokie, IL 60077","1,203", Yes, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 30.6% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8039-Elmwood-Ave-203-Skokie-IL-60077/2081091207_zpid/,
126,Single Family,2006,Forced air,Central,2 spaces,None,"7,871 sqft",$223,"$799,000","9419 Kedvale Ave, Skokie, IL 60076","3,586", No, 5, 6, 5,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 155.8% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9419-Kedvale-Ave-Skokie-IL-60076/3522450_zpid/, 1
127,Condo,2008,Forced air,Central,1 space,$528/month,,,"$249,232","9725 Woods Dr UNIT 1017, Skokie, IL 60077","1,458", No, 2, 2,,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 15.4% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9725-Woods-Dr-UNIT-1017-Skokie-IL-60077/121069952_zpid/,
128,Single Family,1953,No Data,Central,1 space,,"5,250 sqft",,"$329,207","4204 Main St, Skokie, IL 60076","1,467", No, 3, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 5.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4204-Main-St-Skokie-IL-60076/3536483_zpid/,
129,Multiple Occupancy,1896,Gas,Central,9 spaces,,,$183,"$699,000","9008 Gross Point Rd, Skokie, IL 60077","3,828", No, 8, 4, 4,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 137.2% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9008-Gross-Point-Rd-Skokie-IL-60077/3526442_zpid/,
130,Townhouse,2001,Gas,Central,2 spaces,$232/month,"2,040 sqft",$152,"$399,900","8243 Lincoln Ave, Skokie, IL 60077","2,639", No, 4, 4, 3,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 35.7% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8243-Lincoln-Ave-Skokie-IL-60077/70455013_zpid/, 1
131,Miscellaneous,1963,Forced air,Central,2 spaces,,,,"$316,775","7600 Lowell Ave, Skokie, IL 60076","2,000", No, 4, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 1.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7600-Lowell-Ave-Skokie-IL-60076/3546426_zpid/,
132,Townhouse,1989,"Forced air, Gas",Central,2 spaces,,"3,420 sqft",$160,"$350,000","5344 Lunt Ave, Skokie, IL 60077","2,193", No, 3, 3, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will decrease 2.1% (↓) in the next year.This home is valued 18.8% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5344-Lunt-Ave-Skokie-IL-60077/3554067_zpid/, 1
133,Single Family,1976,No Data,Central,2 spaces,,"6,608 sqft",,"$577,951","3715 Arcadia St, Skokie, IL 60076","2,725", No, 3, 3,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will fall 2.1% (↓) in the next year.This home is valued 85.1% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3715-Arcadia-St-Skokie-IL-60076/3520708_zpid/,
134,Single Family,1958,No Data,Central,2 spaces,,"5,598 sqft",,"$290,781","8256 Central Park Ave, Skokie, IL 60076","1,025", No, 3, 1,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 6.9% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8256-Central-Park-Ave-Skokie-IL-60076/3539818_zpid/,
135,Single Family,1954,No Data,Central,No Data,,"3,720 sqft",No Data,"$369,466","8621 Monticello Ave, Skokie, IL 60076","1,840", No, 4, 3,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will decrease 2.1% (↓) in the next year.This home is valued 18.3% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8621-Monticello-Ave-Skokie-IL-60076/3538323_zpid/,
136,Single Family,1954,No Data,Central,No Data,,"3,720 sqft",No Data,"$369,466","8621 Monticello Ave, Skokie, IL 60076","1,840", No, 4, 3,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will decrease 2.1% (↓) in the next year.This home is valued 18.3% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8621-Monticello-Ave-Skokie-IL-60076/3538324_zpid/,
137,Single Family,1948,"Baseboard, Gas",Other,2 spaces,,"4,917 sqft",$235,"$385,000","8334 Harding Ave, Skokie, IL 60076","1,638", No, 3, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 23.3% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8334-Harding-Ave-Skokie-IL-60076/3539350_zpid/,
138,Single Family,1958,"Forced air, Stove",Central,2 spaces,,"5,623 sqft",,"$345,230","5325 Greenwood St, Skokie, IL 60077","1,500", No, 3, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 17.2% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5325-Greenwood-St-Skokie-IL-60077/3526294_zpid/,
139,Single Family,1953,No Data,No Data,No Data,,"6,510 sqft",,"$391,514","7725 Karlov Ave, Skokie, IL 60076","2,025", No, 4, 3,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 25.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7725-Karlov-Ave-Skokie-IL-60076/3546380_zpid/,
140,Single Family,1961,Gas,Central,1 space,,"6,359 sqft",,"$290,000","4516 Main St, Skokie, IL 60076","1,428", No, 3, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 7.1% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4516-Main-St-Skokie-IL-60076/3536020_zpid/,
141,Condo,1976,"Forced air, Electric",Central,2 spaces,$323/mo,,$154,"$185,000","5005 Enfield Ave APT 311, Skokie, IL 60077","1,200", No, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 37.2% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5005-Enfield-Ave-APT-311-Skokie-IL-60077/3526715_zpid/,
142,Single Family,1955,No Data,Central,2 spaces,,"9,923 sqft",,"$445,272","4110 Suffield Ct, Skokie, IL 60076","2,035", No, 4, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 42.6% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4110-Suffield-Ct-Skokie-IL-60076/3524095_zpid/,
143,Single Family,1931,No Data,Central,2 spaces,,"4,059 sqft",,"$314,013","7530 Kedvale Ave, Skokie, IL 60076","1,216", No, 3, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 0.5% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7530-Kedvale-Ave-Skokie-IL-60076/3547291_zpid/,
144,Single Family,1960,No Data,Central,2 spaces,,"4,577 sqft",,"$322,997","7801 Tripp Ave, Skokie, IL 60076","1,309", No, 3, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 3.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7801-Tripp-Ave-Skokie-IL-60076/3546119_zpid/,
145,Single Family,1954,No Data,No Data,2 spaces,,"4,059 sqft",,"$288,574","8247 Kolmar Ave, Skokie, IL 60076","1,169", No, 3, 1,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 7.6% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8247-Kolmar-Ave-Skokie-IL-60076/3536873_zpid/,
146,Single Family,1952,"Forced air, Gas",Central,1 space,,"7,261 sqft",$290,"$385,000","4307 Bobolink Ter, Skokie, IL 60076","1,326", No, 5, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 23.3% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4307-Bobolink-Ter-Skokie-IL-60076/3536475_zpid/,
147,Single Family,1955,No Data,Central,2 spaces,,"4,960 sqft",,"$419,693","7615 Park Ave, Skokie, IL 60077","2,069", No, 5, 3,,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will decrease 2.1% (↓) in the next year.This home is valued 42.4% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/7615-Park-Ave-Skokie-IL-60077/3548794_zpid/,
148,Condo,1977,"Other, Gas",Central,1 space,$368/mo,,$140,"$142,400","9240 Gross Point Rd APT 105, Skokie, IL 60077","1,018", No, 1, 1, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 51.7% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9240-Gross-Point-Rd-APT-105-Skokie-IL-60077/3525308_zpid/,
149,Single Family,1954,No Data,Central,2 spaces,,"5,662 sqft",,"$417,856","8540 Karlov Ave, Skokie, IL 60076","2,102", No, 5, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 33.8% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8540-Karlov-Ave-Skokie-IL-60076/3536339_zpid/,
150,Condo,1969,Baseboard,Other,1 space,$273/month,,$178,"$142,000","9207 Skokie Blvd APT 305, Skokie, IL 60077",800, No, 1, 1, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 51.8% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9207-Skokie-Blvd-APT-305-Skokie-IL-60077/3522025_zpid/,
151,Single Family,1955,No Data,Central,No Data,,"5,501 sqft",,"$280,894","9432 Lorel Ave, Skokie, IL 60077","1,135", No, 3, 2,,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 4.7% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9432-Lorel-Ave-Skokie-IL-60077/3524449_zpid/,
152,Condo,1933,Radiant,Wall,1 space,$450/month,,$122,"$225,000","8037 Kenton Ave 1S, Skokie, IL 60076","1,850", No, 3, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 28% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8037-Kenton-Ave-1S-Skokie-IL-60076/3537095_zpid/,
153,Single Family,1958,Forced air,Central,2 spaces,,"4,791 sqft",,"$367,326","8129 Kolmar Ave, Skokie, IL 60076","1,650", No, 4, 3, 3,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 17.6% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8129-Kolmar-Ave-Skokie-IL-60076/3536986_zpid/,
154,Single Family,1954,Gas,Central,6 spaces,,"5,702 sqft",$176,"$369,000","5033 Harvard Ter, Skokie, IL 60077","2,101", No, 3, 3, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will fall 2.1% (↓) in the next year.This home is valued 25.2% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5033-Harvard-Ter-Skokie-IL-60077/3549216_zpid/, 2
155,Condo,2005,Forced air,Central,2 spaces,$684/mo,,$199,"$329,900","9715 Woods Dr UNIT 611, Skokie, IL 60077","1,654", No, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 11.9% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9715-Woods-Dr-UNIT-611-Skokie-IL-60077/99345818_zpid/,
156,Single Family,2001,Forced air,Central,3 spaces,,"3,937 sqft",$209,"$1,590,000","9111 Kedvale Ave, Skokie, IL 60076","7,600", No, 6, 5, 5,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 409.1% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9111-Kedvale-Ave-Skokie-IL-60076/3523784_zpid/,
157,Single Family,1958,No Data,Central,2 spaces,,"7,738 sqft",,"$425,873","9010 Keeler Ave, Skokie, IL 60076","2,224", No, 4, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 36.4% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9010-Keeler-Ave-Skokie-IL-60076/3523924_zpid/,
158,Single Family,1956,No Data,No Data,2 spaces,,"5,535 sqft",,"$341,644","8507 Drake Ave, Skokie, IL 60076","1,461", No, 3, 2,,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 9.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8507-Drake-Ave-Skokie-IL-60076/3539072_zpid/,
159,Single Family,1957,Gas,Central,1 space,None,"7,440 sqft",$194,"$368,900","5012 Conrad St, Skokie, IL 60077","1,900", No, 4, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 25.2% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5012-Conrad-St-Skokie-IL-60077/3534367_zpid/,
160,Condo,1976,Electric,Central,1 space,$520/month,,$131,"$235,000","4901 Golf Rd APT 401, Skokie, IL 60077","1,800", No, 3, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 20.3% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4901-Golf-Rd-APT-401-Skokie-IL-60077/64835230_zpid/,
161,Condo,1976,Forced air,Central,1 space,$543/month,,$121,"$218,000","4901 Golf Rd APT 402, Skokie, IL 60077","1,800", No, 3, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 26% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4901-Golf-Rd-APT-402-Skokie-IL-60077/3525293_zpid/,
162,Condo,1956,Baseboard,Wall,1 space,$276/mo,,,"$99,000","8521 Lotus Ave APT 804, Skokie, IL 60077",--, No, 1, 1, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 66.4% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8521-Lotus-Ave-APT-804-Skokie-IL-60077/3533522_zpid/,
163,Single Family,2007,Forced air,Central,2 spaces,None,"6,865 sqft",$361,"$1,299,000","4041 Cleveland St, Skokie, IL 60076","3,600", No, 5, 7, 6,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 315.9% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4041-Cleveland-St-Skokie-IL-60076/3537731_zpid/, 1
164,Condo,2006,Forced air,Central,2 spaces,"$1,771/month",,$348,"$959,000","9655 Woods Dr UNIT 1910, Skokie, IL 60077","2,752", No, 3, 3, 3,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 225.4% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-1910-Skokie-IL-60077/89959701_zpid/,
165,Single Family,1954,Forced air,Central,3 spaces,,"8,100 sqft",$226,"$699,999","8046 Keystone Ave, Skokie, IL 60076","3,100", No, 6, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 124.1% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8046-Keystone-Ave-Skokie-IL-60076/2106371826_zpid/, 1
166,Single Family,1956,Forced air,Central,2 spaces,,"7,013 sqft",$320,"$500,000","7421 Kolmar Ave, Skokie, IL 60076","1,561", No, 3, 3, 3,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 60.1% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7421-Kolmar-Ave-Skokie-IL-60076/3546904_zpid/,
167,Townhouse,1956,Gas,Central,1 space,,No Data,$217,"$229,000","8950 Skokie Blvd #B, Skokie, IL 60077","1,056", No, 2, 2, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 22.3% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8950-Skokie-Blvd-B-Skokie-IL-60077/2077599615_zpid/, 1
168,Condo,No Data,Gas,Central,1 space,$326/month,,$178,"$250,000","7400 N Lincoln Ave #408, Skokie, IL 60076","1,407", No, 2, 2, 1,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 19.9% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7400-N-Lincoln-Ave-408-Skokie-IL-60076/2077601437_zpid/, 1
