,Type,Year built,Heating,Cooling,Parking,HOA,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms
112,Single Family,1957,Forced air,Central,2 spaces,,"6,599 sqft",,"$242,716","10436 S Keeler Ave, Oak Lawn, IL 60453","1,198", No, 3, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 15.3% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10436-S-Keeler-Ave-Oak-Lawn-IL-60453/4085319_zpid/,
113,Condo,1982,Forced air,Central,1 space,$158/month,,,"$63,250","10707 S Keating Ave APT 1C, Oak Lawn, IL 60453",780, No, 1, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 70% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10707-S-Keating-Ave-APT-1C-Oak-Lawn-IL-60453/4085703_zpid/,
114,Single Family,1938,Forced air,No Data,1 space,,"3,750 sqft",,"$207,626","9540 Mcvicker Ave, South Holland, IL 60453","1,511", No, 4, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 1.4% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9540-Mcvicker-Ave-South-Holland-IL-60453/4065169_zpid/, 1
115,Single Family,1952,Forced air,Central,1 space,,"8,772 sqft",,"$237,653","5352 W 90th St, Oak Lawn, IL 60453","1,618", No, 3, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 12.9% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5352-W-90th-St-Oak-Lawn-IL-60453/4057619_zpid/, 1
116,Condo,1968,No Data,No Data,No Data,$502/month,,,"$119,070","10422 S Pulaski Rd APT 208C, Oak Lawn, IL 60453",, No, 3, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 43.4% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10422-S-Pulaski-Rd-APT-208C-Oak-Lawn-IL-60453/4085029_zpid/,
117,Single Family,1954,No Data,No Data,2 spaces,,"3,484 sqft",,"$160,671","5321 W 89th St, Oak Lawn, IL 60453","1,116", No, 3, 1,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 23.7% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5321-W-89th-St-Oak-Lawn-IL-60453/4057357_zpid/,
118,Single Family,1948,No Data,Central,2 spaces,,"9,120 sqft",,"$215,967","5904 Lynwood Dr, Oak Lawn, IL 60453","1,510", No, 2, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 2.6% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5904-Lynwood-Dr-Oak-Lawn-IL-60453/4061916_zpid/,
119,Single Family,1960,Gas,Central,2 spaces,,"6,250 sqft",,"$209,022","4612 W 100th Pl, Oak Lawn, IL 60453","1,136", No, 2, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 0.7% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4612-W-100th-Pl-Oak-Lawn-IL-60453/4071834_zpid/,
120,Single Family,1998,No Data,Central,2 spaces,,"7,500 sqft",,"$293,981","9637 Marion Ave, Oak Lawn, IL 60453","1,787", No, 3, 3,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 39.6% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9637-Marion-Ave-Oak-Lawn-IL-60453/52437763_zpid/,
121,Single Family,1956,No Data,Central,2 spaces,,"6,969 sqft",,"$229,871","4013 W 106th St, Oak Lawn, IL 60453","1,126", No, 3, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 9.2% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4013-W-106th-St-Oak-Lawn-IL-60453/4085235_zpid/,
122,Single Family,No Data,Forced air,No Data,20 spaces,,No Data,$172,"$695,000","4201 W 95th St, Oak Lawn, IL 60453","4,034", No, 0,,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 230.1% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4201-W-95th-St-Oak-Lawn-IL-60453/2082271738_zpid/,
123,Single Family,1961,No Data,Central,2 spaces,,"6,250 sqft",,"$262,689","5408 Oakdale Dr, Oak Lawn, IL 60453","1,677", No, 4, 3,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 24.8% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5408-Oakdale-Dr-Oak-Lawn-IL-60453/4068913_zpid/,
124,Single Family,1995,No Data,No Data,2 spaces,,"4,640 sqft",,"$248,182","9003 Parkside Ave, Oak Lawn, IL 60453","1,161", No, 3, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 17.9% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9003-Parkside-Ave-Oak-Lawn-IL-60453/4061003_zpid/,
125,Single Family,1965,Forced air,Central,2 spaces,,"6,534 sqft",,"$234,676","5245 Avery Pl, Oak Lawn, IL 60453","1,161", No, 3, 1,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 11.5% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5245-Avery-Pl-Oak-Lawn-IL-60453/4057260_zpid/,
126,Condo,1988,No Data,No Data,No Data,No Data,,,"$126,464","4109 W 93rd Pl APT 1E, Oak Lawn, IL 60453","1,200", No, 2, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 39.9% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4109-W-93rd-Pl-APT-1E-Oak-Lawn-IL-60453/4056899_zpid/,
127,Single Family,1966,No Data,Central,1 space,,"6,732 sqft",,"$267,488","10320 S Karlov Ave, Oak Lawn, IL 60453","1,821", No, 3, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 27% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10320-S-Karlov-Ave-Oak-Lawn-IL-60453/4085559_zpid/,
128,Single Family,1948,Forced air,Central,2 spaces,,0.26 acres,,"$221,794","9520 Massasoit Ave, Oak Lawn, IL 60453","1,650", No, 4, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 5.3% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9520-Massasoit-Ave-Oak-Lawn-IL-60453/4065944_zpid/,
129,Condo,1986,Electric,No Data,1 space,$136/month,,$92,"$107,900","10109 S Cicero Ave APT 305, Oak Lawn, IL 60453","1,175", No, 2, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 48.8% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10109-S-Cicero-Ave-APT-305-Oak-Lawn-IL-60453/4072265_zpid/, 1
130,Single Family,1943,No Data,No Data,No Data,,"5,662 sqft",,"$24,370","9711 Merrimac Ave, Oak Lawn, IL 60453","1,566", No,, 1,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 88.4% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9711-Merrimac-Ave-Oak-Lawn-IL-60453/4065474_zpid/,
131,Condo,1972,Forced air,Central,2 spaces,$151/month,,,"$117,497","10219 S Komensky Ave APT 2D, Oak Lawn, IL 60453","1,100", No, 2, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 44.2% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10219-S-Komensky-Ave-APT-2D-Oak-Lawn-IL-60453/4072796_zpid/,
132,Condo,1970,Baseboard,Wall,No Data,$244/month,,,"$78,925","9745 S Karlov Ave APT 501, Oak Lawn, IL 60453",900, No, 2, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 62.5% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9745-S-Karlov-Ave-APT-501-Oak-Lawn-IL-60453/4071576_zpid/,
133,Single Family,1955,"Forced air, Gas",Central,10 spaces,,0.28 Acres,,"$342,379","9151 S 55th Ct, Oak Lawn, IL 60453","1,776", No, 3, 3, 3,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 62.6% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9151-S-55th-Ct-Oak-Lawn-IL-60453/4058360_zpid/,
134,Single Family,1993,No Data,Central,2 spaces,,"10,230 sqft",,"$399,521","6657 W 91st St, Oak Lawn, IL 60453","2,985", No, 4, 3,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 89.8% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/6657-W-91st-St-Oak-Lawn-IL-60453/4063358_zpid/,
135,Single Family,1934,No Data,None,No Data,,"3,920 sqft",,"$154,664","9529 Meade Ave, Oak Lawn, IL 60453","1,560", No, 4, 4,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 26.5% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9529-Meade-Ave-Oak-Lawn-IL-60453/4065154_zpid/,
136,Single Family,1941,No Data,Central,1 space,,"9,600 sqft",,"$270,324","9208 Monitor Ave, Oak Lawn, IL 60453","2,478", No, 4, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 28.4% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9208-Monitor-Ave-Oak-Lawn-IL-60453/4062034_zpid/,
137,Condo,1967,No Data,Central,1 space,$206/month,,,"$69,034","9820 S Pulaski Rd APT 302-2, Oak Lawn, IL 60453",, No, 1,,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 67.2% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9820-S-Pulaski-Rd-APT-302-2-Oak-Lawn-IL-60453/4071600_zpid/,
138,Single Family,1907,Forced air,Central,2 spaces,,"3,125 sqft",,"$166,877","5410 W 96th St, Oak Lawn, IL 60453",845, No, 2, 1,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 20.7% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5410-W-96th-St-Oak-Lawn-IL-60453/4067233_zpid/,
139,Single Family,1959,Forced air,Central,2 spaces,,"6,351 sqft",$198,"$185,000","8932 S 51st Ave, Oak Lawn, IL 60453",936, No, 3, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 12.1% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/8932-S-51st-Ave-Oak-Lawn-IL-60453/4057937_zpid/,
140,Condo,1967,Baseboard,No Data,1 space,$209/month,,,"$69,895","4754 W 101st St APT 2A, Oak Lawn, IL 60453",, No, 1, 1,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 66.8% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4754-W-101st-St-APT-2A-Oak-Lawn-IL-60453/54541762_zpid/,
141,Single Family,1955,Forced air,Central,1 space,,0.28 acres,,"$200,409","9340 Ridgeland Ave, Oak Lawn, IL 60453","1,126", No, 3, 1,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 4.8% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9340-Ridgeland-Ave-Oak-Lawn-IL-60453/4063543_zpid/,
142,Single Family,1939,No Data,No Data,1 space,,"3,750 sqft",No Data,"$129,384","9525 Meade Ave, Oak Lawn, IL 60453",604, No, 2, 1,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 38.5% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9525-Meade-Ave-Oak-Lawn-IL-60453/4065153_zpid/,
143,Single Family,1961,No Data,Central,2 spaces,,"6,250 sqft",,"$248,357","10541 S Kolin Ave, Oak Lawn, IL 60453","1,400", No, 3, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 18% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10541-S-Kolin-Ave-Oak-Lawn-IL-60453/4085486_zpid/, 1
144,Single Family,1957,No Data,Central,2 spaces,,"7,431 sqft",,"$235,055","8928 S 55th Ct, Oak Lawn, IL 60453","2,098", No, 5, 2,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 11.6% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/8928-S-55th-Ct-Oak-Lawn-IL-60453/4057021_zpid/,
145,Condo,2002,"Forced air, Gas",Central,1 space,$205/mo,,,"$184,900","9533 Minnick Ave #1E, Oak Lawn, IL 60453",, No, 3, 3, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 12.2% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9533-Minnick-Ave-1E-Oak-Lawn-IL-60453/65552775_zpid/, 1
146,Single Family,1954,Forced air,Central,2 spaces,,"6,873 sqft",$161,"$159,000","10917 S Komensky Ave, Oak Lawn, IL 60453",988, No, 2, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 24.5% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10917-S-Komensky-Ave-Oak-Lawn-IL-60453/4086851_zpid/,
147,Single Family,1967,Forced air,Central,2 spaces,,"7,980 sqft",$144,"$279,900","9721 S Kolmar Ave, Oak Lawn, IL 60453","1,947", No, 3, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 32.9% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9721-S-Kolmar-Ave-Oak-Lawn-IL-60453/4070031_zpid/,
148,Condo,1977,"Forced air, Gas",Central,2 spaces,$250/mo,,$109,"$142,000","9901 S Cicero Ave APT 204, Oak Lawn, IL 60453","1,300", No, 2, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 32.6% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9901-S-Cicero-Ave-APT-204-Oak-Lawn-IL-60453/4071787_zpid/,
149,Condo,2005,"Forced air, Gas",Central,1 space,$249/mo,,$177,"$199,900","9440 S 51st Ave APT 506, Oak Lawn, IL 60453","1,131", No, 2, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 5.1% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9440-S-51st-Ave-APT-506-Oak-Lawn-IL-60453/80852288_zpid/,
150,Single Family,2020,"Forced air, Gas",Central,2 spaces,,"5,401 sqft",$164,"$459,870","9920 S Mcvicker Ave, Oak Lawn, IL 60453","2,800", Yes, 4, 3, 3,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 118.4% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9920-S-Mcvicker-Ave-Oak-Lawn-IL-60453/2077605413_zpid/,
151,Single Family,1948,Forced air,Central,2 spaces,,"7,858 sqft",$147,"$199,900","4124 W 99th Pl, Oak Lawn, IL 60453","1,364", No, 3, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 5.1% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4124-W-99th-Pl-Oak-Lawn-IL-60453/4072895_zpid/,
152,Single Family,1964,Forced air,Central,2 spaces,,"7,361 sqft",$144,"$259,900","9805 Mayfield Ave, Oak Lawn, IL 60453","1,800", No, 3, 3, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 23.4% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9805-Mayfield-Ave-Oak-Lawn-IL-60453/4066223_zpid/, 1
153,Single Family,1967,"Forced air, Gas",Central,7 spaces,,"7,315 sqft",$133,"$332,900","10917 S Kenton Ave, Oak Lawn, IL 60453","2,500", No, 4, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 58.1% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10917-S-Kenton-Ave-Oak-Lawn-IL-60453/4086457_zpid/,
154,Single Family,1948,"Forced air, Gas",Central,2 spaces,,0.30 Acres,$126,"$210,000","4613 W 98th St, Oak Lawn, IL 60453","1,666", No, 4, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 0.3% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4613-W-98th-St-Oak-Lawn-IL-60453/4070252_zpid/,
155,Single Family,1960,"Forced air, Gas",Central,2 spaces,,"6,960 sqft",$147,"$264,900","5441 W 99th Pl, Oak Lawn, IL 60453","1,803", No, 3, 3, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 25.8% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5441-W-99th-Pl-Oak-Lawn-IL-60453/4069032_zpid/, 1
156,Townhouse,1968,Gas,Central,2 spaces,,"1,886 sqft",$112,"$199,900","9831 S Karlov Ave, Oak Lawn, IL 60453","1,780", No, 3, 3, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 5.1% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9831-S-Karlov-Ave-Oak-Lawn-IL-60453/4071356_zpid/, 1
157,Single Family,1962,Gas,Central,2 spaces,,"7,095 sqft",$182,"$249,900","10225 S Kilbourn Ave, Oak Lawn, IL 60453","1,376", No, 3, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 18.7% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10225-S-Kilbourn-Ave-Oak-Lawn-IL-60453/4072193_zpid/,
158,Single Family,1960,Gas,No Data,2 spaces,None,"3,125 sqft",$187,"$149,900","9716 Normandy Ave, Oak Lawn, IL 60453",803, No, 3, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 28.8% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9716-Normandy-Ave-Oak-Lawn-IL-60453/4064521_zpid/,
159,Single Family,1957,No Data,No Data,2 spaces,,"6,600 sqft",$166,"$239,999","10609 S Keeler Ave, Oak Lawn, IL 60453","1,448", No, 4, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 14% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10609-S-Keeler-Ave-Oak-Lawn-IL-60453/4085324_zpid/, 1
160,Single Family,1966,Gas,Central,2 spaces,,"7,971 sqft",$137,"$299,900","9716 S Kolmar Ave, Oak Lawn, IL 60453","2,186", No, 4, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 42.4% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9716-S-Kolmar-Ave-Oak-Lawn-IL-60453/4070011_zpid/,
161,Condo,1969,No Data,No Data,1 space,,,$127,"$125,000","4025 Almansa Ln UNIT 4025, Oak Lawn, IL 60453",988, No, 2,,,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 40.6% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4025-Almansa-Ln-UNIT-4025-Oak-Lawn-IL-60453/2077656878_zpid/,
162,Condo,1969,Forced air,Central,1 space,$374/month,,$127,"$125,000","4025 Almansa Ln #4025, Oak Lawn, IL 60453",988, No, 2, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 40.6% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4025-Almansa-Ln-4025-Oak-Lawn-IL-60453/2089604325_zpid/, 1
163,Single Family,1959,Baseboard,Central,2 spaces,,"7,230 sqft",$169,"$279,000","4132 W 101st St, Oak Lawn, IL 60453","1,653", No, 4, 3, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 32.5% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4132-W-101st-St-Oak-Lawn-IL-60453/4073064_zpid/, 2
164,Condo,1972,Electric,Central,2 spaces,$188/mo,,$122,"$116,000","10424 Mayfield Ave APT 2, Oak Lawn, IL 60453",950, No, 2, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 44.9% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10424-Mayfield-Ave-APT-2-Oak-Lawn-IL-60453/54541950_zpid/,
165,Condo,1978,"Other, Radiant",Other,4 spaces,$245/month,,$99,"$218,500","8830 Mobile Ave APT 101, Oak Lawn, IL 60453","2,200", No, 2, 3, 3,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 3.8% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/8830-Mobile-Ave-APT-101-Oak-Lawn-IL-60453/4059715_zpid/,
166,Single Family,1969,"Forced air, Gas",Central,2 spaces,,0.28 Acres,$108,"$419,900","9736 S Kilbourn Ave, Oak Lawn, IL 60453","3,884", No, 4, 3, 3,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 99.4% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9736-S-Kilbourn-Ave-Oak-Lawn-IL-60453/4070036_zpid/,
167,Single Family,1951,Gas,Central,2 spaces,,"3,660 sqft",$192,"$229,900","10207 S Tripp Ave, Oak Lawn, IL 60453","1,200", No, 3, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 9.2% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10207-S-Tripp-Ave-Oak-Lawn-IL-60453/4072740_zpid/,
168,Single Family,1940,"Forced air, Gas",Central,12 spaces,,"9,709 sqft",$147,"$309,000","9912 Austin Ave, Oak Lawn, IL 60453","2,096", No, 3, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 46.8% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9912-Austin-Ave-Oak-Lawn-IL-60453/4066549_zpid/,
