,Type,Year built,Heating,Cooling,Parking,Lot,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA,zip,median_nhv,location,Parking_Binned,address_clean
415,Single Family,2020.0,,None,1 space,,398990.0,"Buildable plan: Englemann, Spring House Village At Daybreak, South Jordan, UT 84009",, Yes,2.0,2.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 7% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/spring-house-village-at-daybreak/2078070160_zpid/,0,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Englemann, Spring House Village At Daybreak, South Jordan, UT 84009"
416,Single Family,2019.0,,None,3 spaces,7840.0,859900.0,"10939 S Lake Island Dr, South Jordan, UT 84009",4200.0, No,3.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 100.5% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/10939-S-Lake-Island-Dr-South-Jordan-UT-84009/2077673377_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"10939 S Lake Island Dr, South Jordan, UT 84009"
417,,2004.0,,None,,,635980.0,"14666 S Glacial Peak Dr, Draper, UT 84020",, Yes,4.0,5.0,4.0,,https://www.zillow.com/community/edelweiss/2080473054_zpid/,1,Yes,84020,,Draper,No,"14666 S Glacial Peak Dr, Draper, UT 84020"
418,Single Family,2020.0,,None,2 spaces,,324990.0,"Buildable plan: Buchanan - DRL, Legacy at Day Ranch, Bluffdale, UT 84065",, Yes,2.0,3.0,2.0,,https://www.zillow.com/community/legacy-at-day-ranch/2082133193_zpid/,1,Yes,84065,,Bluffdale,Yes,"Buildable plan: Buchanan - DRL, Legacy at Day Ranch, Bluffdale, UT 84065"
419,Single Family,2020.0,,None,2 spaces,,368990.0,"Buildable plan: Telega, Holbrook Farms - Carriage House, Lehi, UT 84043",, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 5.9% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/holbrook-farms-carriage-house/2080495082_zpid/,1,Yes,84043,392315.0,Lehi,Yes,"Buildable plan: Telega, Holbrook Farms - Carriage House, Lehi, UT 84043"
420,Single Family,2020.0,,None,2 spaces,,371990.0,"Buildable plan: BENCHMARK, SpringHouse Village, South Jordan, UT 84009",, Yes,3.0,3.0,3.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 13.3% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/springhouse-village/2080855978_zpid/,0,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: BENCHMARK, SpringHouse Village, South Jordan, UT 84009"
421,Single Family,1953.0,Other,Central,,6098.0,530000.0,"1763 S 2300 E, Salt Lake City, UT 84108",1944.0, No,3.0,3.0,0.0,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will increase 4.5% (↑) in the next year.This home is valued 13.2% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/1763-S-2300-E-Salt-Lake-City-UT-84108/12765573_zpid/,0,Yes,84108,468204.0,Salt Lake City,No,"1763 S 2300 E, Salt Lake City, UT 84108"
422,Townhouse,1938.0,,None,2 spaces,11761.2,950000.0,"712 S 1000 E, Salt Lake City, UT 84102",2343.0, Yes,4.0,4.0,3.0,"Home values in East Central have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in East Central will rise 4.1% (↑) in the next year.This home is valued 100% higher (↑) than the median home in East Central.The median Zestimate® for this neighborhood is $475,000.",https://www.zillow.com/homedetails/712-S-1000-E-Salt-Lake-City-UT-84102/2077681201_zpid/,1,Yes,84102,475000.0,Salt Lake City,Yes,"712 S 1000 E, Salt Lake City, UT 84102"
423,Single Family,1991.0,,None,2 spaces,5662.0,250000.0,"150 Alta View Way #15, Sandy, UT 84070",1200.0, No,3.0,2.0,2.0,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will increase 5.3% (↑) in the next year.This home is valued 29.6% lower (↓) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/homedetails/150-Alta-View-Way-15-Sandy-UT-84070/2077681952_zpid/,0,Yes,84070,355188.0,Sandy,Yes,150 Alta View Way Sandy UT 84070
424,Single Family,2020.0,,None,2 spaces,,403950.0,"Buildable plan: Lightner, South Hills, Riverton, UT 84065",, Yes,3.0,3.0,2.0,"Home values in Herriman have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84065 will rise 3.4% (↑) in the next year.This home is valued 8.6% lower (↓) than the median home in 84065.The median Zestimate® for this neighborhood is $441,950.",https://www.zillow.com/community/south-hills/2078676993_zpid/,1,Yes,84065,441950.0,Riverton,Yes,"Buildable plan: Lightner, South Hills, Riverton, UT 84065"
425,Single Family,2020.0,,None,2 spaces,,485990.0,"Buildable plan: Roydencrest, Cedar Canyon, Pleasant Grove, UT 84062",, Yes,3.0,3.0,2.0,"Home values in 84062 have risen 6.0 % (↑) over the past 12 months.Zillow predicts the home values in 84062 will rise 6% (↑) in the next year.This home is valued 25.5% higher (↑) than the median home in 84062.The median Zestimate® for this neighborhood is $387,393.",https://www.zillow.com/community/cedar-canyon/2078530313_zpid/,1,Yes,84062,387393.0,Pleasant Grove,Yes,"Buildable plan: Roydencrest, Cedar Canyon, Pleasant Grove, UT 84062"
426,Townhouse,2020.0,"Forced air, Gas",Central,2 spaces,,358900.0,"Buildable plan: Warhol, The Row at 90th, Sandy, UT 84070",, Yes,3.0,3.0,2.0,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will increase 5.3% (↑) in the next year.This home is valued 1% higher (↑) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/community/row-at-90th/2081981141_zpid/,1,Yes,84070,355188.0,Sandy,Yes,"Buildable plan: Warhol, The Row at 90th, Sandy, UT 84070"
427,,1985.0,,None,,,356990.0,"3892 W Pilton Ct, Salt Lake City, UT 84129",, Yes,3.0,3.0,2.0,"Home values in 84129 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84129 will rise 5.7% (↑) in the next year.This home is valued 9.3% higher (↑) than the median home in 84129.The median Zestimate® for this neighborhood is $326,516.",https://www.zillow.com/community/muirhouse/2078072396_zpid/,1,Yes,84129,326516.0,Salt Lake City,No,"3892 W Pilton Ct, Salt Lake City, UT 84129"
428,,1985.0,,None,,,397990.0,"4726 S Hillhouse Cv UNIT 105, Murray, UT 84107",, Yes,3.0,3.0,2.0,"Home values in 84107 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84107 will rise 6% (↑) in the next year.This home is valued 13.7% higher (↑) than the median home in 84107.The median Zestimate® for this neighborhood is $349,940.",https://www.zillow.com/community/granton-square/2083522933_zpid/,1,Yes,84107,349940.0,Murray,No,4726 S Hillhouse Cv Murray UT 84107
429,Single Family,2020.0,"Forced air, Gas",Central,2 spaces,,789950.0,"Buildable plan: Bougival, Giverny, Cottonwood Heights, UT 84093",, Yes,3.0,4.0,3.0,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 56.7% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/community/giverny/2085504389_zpid/,1,Yes,84093,504212.0,Cottonwood Heights,Yes,"Buildable plan: Bougival, Giverny, Cottonwood Heights, UT 84093"
430,,2018.0,,None,,,501995.0,"Lot #0132, Toll Brothers at Rosecrest - Noria Collection, Herriman, UT 84096",, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 14.6% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/toll-brothers-at-rosecrest-noria-collection/2081772707_zpid/,1,Yes,84096,437903.0,Herriman,No,Lot Toll Brothers at Rosecrest - Noria Collection Herriman UT 84096
431,Single Family,1992.0,"Forced air, Other, Gas",Central,2 spaces,5227.0,450000.0,"455 E Adaley Ave, Murray, UT 84107",2515.0, No,4.0,3.0,2.0,"Home values in 84107 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84107 will increase 6% (↑) in the next year.This home is valued 28.6% higher (↑) than the median home in 84107.The median Zestimate® for this neighborhood is $349,940.",https://www.zillow.com/homedetails/455-E-Adaley-Ave-Murray-UT-84107/12866888_zpid/,1,Yes,84107,349940.0,Murray,Yes,"455 E Adaley Ave, Murray, UT 84107"
432,,2018.0,,None,,,567995.0,"Lot #0163, Toll Brothers at Rosecrest - Noria Collection, Herriman, UT 84096",, Yes,4.0,4.0,3.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 29.7% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/toll-brothers-at-rosecrest-noria-collection/2079456154_zpid/,1,Yes,84096,437903.0,Herriman,No,Lot Toll Brothers at Rosecrest - Noria Collection Herriman UT 84096
433,Single Family,1909.0,Other,None,3 spaces,3920.0,289000.0,"122 W Lucy Ave, Salt Lake City, UT 84101",1018.0, No,3.0,1.0,1.0,"Home values in 84101 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in People's Freeway will increase 2.8% (↑) in the next year.This home is valued 23.7% lower (↓) than the median home in People's Freeway.The median Zestimate® for this neighborhood is $378,725.",https://www.zillow.com/homedetails/122-W-Lucy-Ave-Salt-Lake-City-UT-84101/12740046_zpid/,0,Yes,84101,378725.0,Salt Lake City,Yes,"122 W Lucy Ave, Salt Lake City, UT 84101"
434,Single Family,2018.0,,None,2 spaces,9583.0,850000.0,"4772 S Millrace Ln, Salt Lake City, UT 84107",2721.0, No,4.0,3.0,3.0,"Home values in 84107 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84107 will increase 6% (↑) in the next year.This home is valued 142.9% higher (↑) than the median home in 84107.The median Zestimate® for this neighborhood is $349,940.",https://www.zillow.com/homedetails/4772-S-Millrace-Ln-Salt-Lake-City-UT-84107/2077692686_zpid/,0,Yes,84107,349940.0,Salt Lake City,Yes,"4772 S Millrace Ln, Salt Lake City, UT 84107"
435,Single Family,1950.0,,None,4 spaces,8276.0,289900.0,"7754 W 2820 S, Magna, UT 84044",1744.0, No,3.0,2.0,2.0,"Home values in 84044 have risen 5.6 % (↑) over the past 12 months.Zillow predicts the home values in 84044 will rise 5.5% (↑) in the next year.This home is valued 3% higher (↑) than the median home in 84044.The median Zestimate® for this neighborhood is $281,589.",https://www.zillow.com/homedetails/7754-W-2820-S-Magna-UT-84044/2078163179_zpid/,0,Yes,84044,281589.0,Magna,Yes,"7754 W 2820 S, Magna, UT 84044"
436,Single Family,2020.0,,None,3 spaces,9147.0,1130191.0,"11033 S Lake Island Dr #368, South Jordan, UT 84009",4756.0, Yes,5.0,5.0,4.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 163.5% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/11033-S-Lake-Island-Dr-368-South-Jordan-UT-84009/2077695361_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,11033 S Lake Island Dr South Jordan UT 84009
437,Single Family,2020.0,,None,2 spaces,,406990.0,"Buildable plan: Mahogany, SpringHouse Village, South Jordan, UT 84009",, Yes,2.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 5.1% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/springhouse-village/2079528380_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Mahogany, SpringHouse Village, South Jordan, UT 84009"
438,Single Family,1950.0,Other,None,2 spaces,8276.0,399900.0,"110 W Garden View Dr, Midvale, UT 84047",2545.0, No,5.0,3.0,2.0,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will increase 4.8% (↑) in the next year.This home is valued 20% higher (↑) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/110-W-Garden-View-Dr-Midvale-UT-84047/12847910_zpid/,1,Yes,84047,333183.0,Midvale,Yes,"110 W Garden View Dr, Midvale, UT 84047"
439,Single Family,1947.0,Other,Evaporative,1 space,8712.0,425000.0,"224 E Greenwood Ave, Midvale, UT 84047",2598.0, No,4.0,2.0,2.0,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will rise 4.8% (↑) in the next year.This home is valued 27.6% higher (↑) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/224-E-Greenwood-Ave-Midvale-UT-84047/12880333_zpid/,0,Yes,84047,333183.0,Midvale,Yes,"224 E Greenwood Ave, Midvale, UT 84047"
440,Condo,1972.0,"Baseboard, Electric",None,1 space,,125900.0,"751 S 300 E APT D306, Salt Lake City, UT 84111",649.0, No,2.0,1.0,1.0,"Home values in Salt Lake City have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in Central City will increase 5.3% (↑) in the next year.This home is valued 70% lower (↓) than the median home in Central City.The median Zestimate® for this neighborhood is $419,987.",https://www.zillow.com/homedetails/751-S-300-E-APT-D306-Salt-Lake-City-UT-84111/2097457315_zpid/,0,No,84111,419987.0,Salt Lake City,Yes,751 S 300 E Salt Lake City UT 84111
441,Single Family,2004.0,"Other, Gas","Refrigerator, Central, Solar",2 spaces,8276.0,815000.0,"6276 S Mount Logan Way, Taylorsville, UT 84129",4925.0, No,6.0,4.0,0.0,"Home values in 84129 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84129 will rise 5.7% (↑) in the next year.This home is valued 149.6% higher (↑) than the median home in 84129.The median Zestimate® for this neighborhood is $326,516.",https://www.zillow.com/homedetails/6276-S-Mount-Logan-Way-Taylorsville-UT-84129/69717383_zpid/,0,Yes,84129,326516.0,Taylorsville,Yes,"6276 S Mount Logan Way, Taylorsville, UT 84129"
442,Single Family,1998.0,Other,Central,2 spaces,3920.0,425000.0,"9076 S Enchanted Oak Ln, Sandy, UT 84094",2400.0, No,3.0,4.0,3.0,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will rise 4.4% (↑) in the next year.This home is valued 15.7% higher (↑) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/9076-S-Enchanted-Oak-Ln-Sandy-UT-84094/12912147_zpid/,1,Yes,84094,367478.0,Sandy,Yes,"9076 S Enchanted Oak Ln, Sandy, UT 84094"
443,Single Family,2020.0,,None,2 spaces,,466990.0,"Buildable plan: Nebo, Cedar Canyon, Pleasant Grove, UT 84062",, Yes,3.0,3.0,2.0,"Home values in 84062 have risen 6.0 % (↑) over the past 12 months.Zillow predicts the home values in 84062 will rise 6% (↑) in the next year.This home is valued 20.5% higher (↑) than the median home in 84062.The median Zestimate® for this neighborhood is $387,393.",https://www.zillow.com/community/cedar-canyon/2078530314_zpid/,1,Yes,84062,387393.0,Pleasant Grove,Yes,"Buildable plan: Nebo, Cedar Canyon, Pleasant Grove, UT 84062"
444,,2020.0,,None,,,673995.0,"Lot #0144, Canyon Point at Traverse Mountain - The Summit Collection, Lehi, UT 84043",, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 71.8% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-summit-collection/2082448608_zpid/,1,Yes,84043,392315.0,Lehi,No,Lot Canyon Point at Traverse Mountain - The Summit Collection Lehi UT 84043
445,,2004.0,,None,,,524990.0,"14737 S Glacial Peak Dr, Draper, UT 84020",, Yes,4.0,3.0,3.0,,https://www.zillow.com/community/edelweiss/2078072404_zpid/,0,Yes,84020,,Draper,No,"14737 S Glacial Peak Dr, Draper, UT 84020"
446,,2018.0,,None,,,567995.0,"Lot #0169, Toll Brothers at Rosecrest - Noria Collection, Herriman, UT 84096",, Yes,4.0,4.0,3.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 29.7% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/toll-brothers-at-rosecrest-noria-collection/2079456162_zpid/,1,Yes,84096,437903.0,Herriman,No,Lot Toll Brothers at Rosecrest - Noria Collection Herriman UT 84096
447,Single Family,1968.0,Forced air,Other,,16552.8,890000.0,"4505 S Gilead Way, Salt Lake City, UT 84124",3652.0, No,5.0,3.0,3.0,"Home values in 84124 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84124 will increase 3.3% (↑) in the next year.This home is valued 59.9% higher (↑) than the median home in 84124.The median Zestimate® for this neighborhood is $556,483.",https://www.zillow.com/homedetails/4505-S-Gilead-Way-Salt-Lake-City-UT-84124/12849649_zpid/,0,Yes,84124,556483.0,Salt Lake City,No,"4505 S Gilead Way, Salt Lake City, UT 84124"
448,Single Family,2020.0,,None,3 spaces,,371990.0,"Buildable plan: BENCHMARK, Spring House Village At Daybreak, South Jordan, UT 84009",, Yes,3.0,3.0,3.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 13.3% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/spring-house-village-at-daybreak/2078070163_zpid/,0,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: BENCHMARK, Spring House Village At Daybreak, South Jordan, UT 84009"
449,,2020.0,,None,,,530995.0,"Lot #0113, Canyon Point at Traverse Mountain - The Cascade Collection, Lehi, UT 84043",, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 35.3% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-cascade-collection/2077786097_zpid/,1,Yes,84043,392315.0,Lehi,No,Lot Canyon Point at Traverse Mountain - The Cascade Collection Lehi UT 84043
450,Single Family,2020.0,,None,2 spaces,,475950.0,"Buildable plan: Hopewell, Jackson, Herriman, UT 84096",, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 8.7% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/jackson/2078676959_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"Buildable plan: Hopewell, Jackson, Herriman, UT 84096"
451,Single Family,1999.0,"Forced air, Gas",Central,2 spaces,3920.0,349900.0,"8488 W Merriton Ct, Magna, UT 84044",2000.0, No,4.0,4.0,3.0,"Home values in 84044 have risen 5.6 % (↑) over the past 12 months.Zillow predicts the home values in 84044 will rise 5.5% (↑) in the next year.This home is valued 24.3% higher (↑) than the median home in 84044.The median Zestimate® for this neighborhood is $281,589.",https://www.zillow.com/homedetails/8488-W-Merriton-Ct-Magna-UT-84044/52834367_zpid/,1,Yes,84044,281589.0,Magna,Yes,"8488 W Merriton Ct, Magna, UT 84044"
452,Single Family,2020.0,,None,2 spaces,,446990.0,"Buildable plan: Hyde, SpringHouse Village, South Jordan, UT 84009",, Yes,2.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 4.2% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/springhouse-village/2080945511_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Hyde, SpringHouse Village, South Jordan, UT 84009"
453,Single Family,2020.0,,None,1 space,,335990.0,"Buildable plan: Rockport (S), Holbrook Farms - Carriage House, Lehi, UT 84043",, Yes,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will rise 4.9% (↑) in the next year.This home is valued 14.4% lower (↓) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/holbrook-farms-carriage-house/2080064873_zpid/,1,Yes,84043,392315.0,Lehi,Yes,"Buildable plan: Rockport (S), Holbrook Farms - Carriage House, Lehi, UT 84043"
454,Townhouse,2020.0,"Forced air, Electric",Central,2 spaces,,419900.0,"Buildable plan: Grand Slam with Roof Deck End, Sky Terrace Collection, South Jordan, UT 84009",, Yes,3.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 2.1% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/sky-terrace-collection/2081105842_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Grand Slam with Roof Deck End, Sky Terrace Collection, South Jordan, UT 84009"
455,Single Family,2020.0,"Forced air, Gas",Central,3 spaces,,1037950.0,"Buildable plan: Waterlily, Giverny, Cottonwood Heights, UT 84093",, Yes,2.0,3.0,2.0,"Home values in 84093 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84093 will increase 3.5% (↑) in the next year.This home is valued 105.9% higher (↑) than the median home in 84093.The median Zestimate® for this neighborhood is $504,212.",https://www.zillow.com/community/giverny/2085504396_zpid/,1,Yes,84093,504212.0,Cottonwood Heights,Yes,"Buildable plan: Waterlily, Giverny, Cottonwood Heights, UT 84093"
456,Single Family,2020.0,,None,2 spaces,,323990.0,"Buildable plan: Buckingham - DRR, Regency at Day Ranch, Bluffdale, UT 84065",, Yes,3.0,3.0,2.0,,https://www.zillow.com/community/regency-at-day-ranch/2082133202_zpid/,1,Yes,84065,,Bluffdale,Yes,"Buildable plan: Buckingham - DRR, Regency at Day Ranch, Bluffdale, UT 84065"
457,,2018.0,,None,,,597995.0,"Lot #0171, Toll Brothers at Rosecrest - Reserve Collection, Herriman, UT 84096",, Yes,3.0,2.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 36.6% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/toll-brothers-at-rosecrest-reserve-collection/2079048922_zpid/,0,Yes,84096,437903.0,Herriman,No,Lot Toll Brothers at Rosecrest - Reserve Collection Herriman UT 84096
458,,2005.0,,None,,,634900.0,"1992 E Stonecroft Way, Sandy, UT 84092",, Yes,3.0,2.0,2.0,"Home values in 84092 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84092 will increase 4.4% (↑) in the next year.This home is valued 15% higher (↑) than the median home in 84092.The median Zestimate® for this neighborhood is $552,092.",https://www.zillow.com/community/stonecroft/2078404605_zpid/,0,Yes,84092,552092.0,Sandy,No,"1992 E Stonecroft Way, Sandy, UT 84092"
459,Townhouse,2016.0,Forced air,None,,1742.0,389900.0,"12568 S Bridal Veil Dr W, Riverton, UT 84065",2745.0, No,2.0,2.0,2.0,"Home values in Riverton have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84065 will increase 4.1% (↑) in the next year.This home is valued 9.4% lower (↓) than the median home in 84065.The median Zestimate® for this neighborhood is $430,414.",https://www.zillow.com/homedetails/12568-S-Bridal-Veil-Dr-W-Riverton-UT-84065/2077705536_zpid/,0,Yes,84065,430414.0,Riverton,No,"12568 S Bridal Veil Dr W, Riverton, UT 84065"
460,Single Family,1986.0,"Forced air, Gas",Central,,13939.2,390000.0,"1483 W 12290 S, Riverton, UT 84065",1550.0, No,3.0,2.0,1.0,"Home values in Riverton have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84065 will increase 4.1% (↑) in the next year.This home is valued 9.4% lower (↓) than the median home in 84065.The median Zestimate® for this neighborhood is $430,414.",https://www.zillow.com/homedetails/1483-W-12290-S-Riverton-UT-84065/12903214_zpid/,1,Yes,84065,430414.0,Riverton,No,"1483 W 12290 S, Riverton, UT 84065"
461,Single Family,1993.0,Other,Central,,9583.0,699900.0,"7346 S Pippin Dr, Cottonwood Heights, UT 84121",3662.0, No,3.0,3.0,2.0,,https://www.zillow.com/homedetails/7346-S-Pippin-Dr-Cottonwood-Heights-UT-84121/12873646_zpid/,1,Yes,84121,,Cottonwood Heights,No,"7346 S Pippin Dr, Cottonwood Heights, UT 84121"
462,Single Family,1955.0,,None,,5227.0,685000.0,"1781 S Texas St E, Salt Lake City, UT 84108",2620.0, No,4.0,3.0,2.0,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will rise 4.5% (↑) in the next year.This home is valued 46.3% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/1781-S-Texas-St-E-Salt-Lake-City-UT-84108/2077705572_zpid/,1,Yes,84108,468204.0,Salt Lake City,No,"1781 S Texas St E, Salt Lake City, UT 84108"
463,Single Family,1948.0,Other,Central,,5662.0,625000.0,"1421 E Hollywood Ave, Salt Lake City, UT 84105",1853.0, No,4.0,2.0,2.0,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will increase 4.5% (↑) in the next year.This home is valued 33.5% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/1421-E-Hollywood-Ave-Salt-Lake-City-UT-84105/12767913_zpid/,0,Yes,84105,468204.0,Salt Lake City,No,"1421 E Hollywood Ave, Salt Lake City, UT 84105"
464,Multiple Occupancy,1955.0,Forced air,None,,,685000.0,"1781 S Texas St, Salt Lake City, UT 84108",2620.0, No,4.0,3.0,3.0,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will increase 4.5% (↑) in the next year.This home is valued 46.3% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/1781-S-Texas-St-Salt-Lake-City-UT-84108/12765847_zpid/,0,Yes,84108,468204.0,Salt Lake City,No,"1781 S Texas St, Salt Lake City, UT 84108"
465,Townhouse,2014.0,,None,2 spaces,871.0,427500.0,"395 E Union Farm Dr S #75, Midvale, UT 84047",2125.0, No,3.0,3.0,2.0,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will rise 4.8% (↑) in the next year.This home is valued 28.3% higher (↑) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/395-E-Union-Farm-Dr-S-75-Midvale-UT-84047/2077705849_zpid/,1,Yes,84047,333183.0,Midvale,Yes,395 E Union Farm Dr S Midvale UT 84047
