,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv,Parking_Binned,cool_temp,Bathrooms_adj
1562,Townhouse,1987.0,Gas,Central,2 spaces,Yes,399900.0,"470 Village Green Rd, Naperville, IL 60540",2459.0, No,3.0,4.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will increase 1.3% (↑) in the next year.This home is valued 3.2% lower (↓) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/470-Village-Green-Rd-Naperville-IL-60540/4512666_zpid/,1,60540,327832.0,Yes,Central,1.0
1563,Condo,1985.0,"Forced air, Gas",Central,1 space,No,125000.0,"1577 Raymond Dr APT 104, Naperville, IL 60563",675.0, No,1.0,1.0,1.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will increase 0.9% (↑) in the next year.This home is valued 61.1% lower (↓) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/1577-Raymond-Dr-APT-104-Naperville-IL-60563/72594220_zpid/,0,60563,148000.0,Yes,Central,0.0
1564,Single Family,2012.0,Forced air,Central,4 spaces,No,1100000.0,"2648 Sutton Cir, Naperville, IL 60564",9452.0, No,6.0,6.0,5.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will increase 0.7% (↑) in the next year.This home is valued 155.1% higher (↑) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2648-Sutton-Cir-Naperville-IL-60564/61231348_zpid/,1,60564,539900.0,Yes,Central,1.0
1565,Single Family,2013.0,Forced air,Central,2 spaces,No,644900.0,"2815 Edgebrook Ct, Naperville, IL 60564",2764.0, No,4.0,4.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Carillon Club will rise 0.7% (↑) in the next year.This home is valued 49.5% higher (↑) than the median home in Carillon Club.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2815-Edgebrook-Ct-Naperville-IL-60564/89589544_zpid/,1,60564,539900.0,Yes,Central,1.0
1566,Single Family,2016.0,"Forced air, Gas",Central,2 spaces,Yes,634900.0,"2615 Garland Ct, Naperville, IL 60564",2575.0, No,3.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Carillon Club will increase 0.7% (↑) in the next year.This home is valued 47.2% higher (↑) than the median home in Carillon Club.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2615-Garland-Ct-Naperville-IL-60564/175246614_zpid/,1,60564,539900.0,Yes,Central,1.0
1567,Single Family,1976.0,"Forced air, Gas",Central,2 spaces,Yes,409000.0,"906 Tim Tam Cir, Naperville, IL 60540",2564.0, No,4.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Hobson Village will increase 1.3% (↑) in the next year.This home is valued 1% lower (↓) than the median home in Hobson Village.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/906-Tim-Tam-Cir-Naperville-IL-60540/4539562_zpid/,1,60540,699000.0,Yes,Central,1.0
1568,Single Family,2020.0,Forced air,Central,3 spaces,No,389990.0,"4047 Lobo Ln, Naperville, IL 60564",1936.0, Yes,2.0,2.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashwood Crossing will increase 0.7% (↑) in the next year.This home is valued 9.6% lower (↓) than the median home in Ashwood Crossing.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4047-Lobo-Ln-Naperville-IL-60564/303803522_zpid/,0,60564,539900.0,Yes,Central,0.0
1569,Single Family,2002.0,Gas,Central,2 spaces,Yes,749900.0,"219 N Huffman St, Naperville, IL 60540",3002.0, No,4.0,4.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will increase 1.3% (↑) in the next year.This home is valued 81.5% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/219-N-Huffman-St-Naperville-IL-60540/4536691_zpid/,1,60540,699000.0,Yes,Central,1.0
1570,Single Family,2007.0,"Forced air, Gas",Central,3 spaces,Yes,599900.0,"3728 Ryder Ct, Naperville, IL 60564",4502.0, No,5.0,4.0,4.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Tamarack will increase 0.7% (↑) in the next year.This home is valued 39.1% higher (↑) than the median home in Tamarack.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3728-Ryder-Ct-Naperville-IL-60564/72596271_zpid/,0,60564,539900.0,Yes,Central,0.0
1571,Single Family,1988.0,Gas,Central,3 spaces,Yes,1157800.0,"2508 Pine Cone Ct E, Naperville, IL 60565",3542.0, Yes,4.0,4.0,3.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will rise 1.2% (↑) in the next year.This home is valued 192.1% higher (↑) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/2508-Pine-Cone-Ct-E-Naperville-IL-60565/2078147105_zpid/,1,60565,499000.0,Yes,Central,1.0
1572,Townhouse,2004.0,"Forced air, Gas",Central,2 spaces,Yes,564900.0,"121 Kingsbridge Cir, Naperville, IL 60540",2522.0, No,3.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will increase 1.3% (↑) in the next year.This home is valued 36.7% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/121-Kingsbridge-Cir-Naperville-IL-60540/55495659_zpid/,1,60540,327832.0,Yes,Central,1.0
1573,Single Family,2006.0,"Forced air, Gas",Central,3 spaces,Yes,1250000.0,"416 S Wright St, Naperville, IL 60540",5377.0, No,4.0,6.0,5.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Highlands will increase 1.3% (↑) in the next year.This home is valued 202.5% higher (↑) than the median home in Naperville Highlands.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/416-S-Wright-St-Naperville-IL-60540/83913053_zpid/,1,60540,699000.0,Yes,Central,1.0
1574,Condo,2018.0,Gas,Central,2 spaces,No,364900.0,"4165 Lobo Ln, Naperville, IL 60564",1718.0, No,2.0,2.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashwood Crossing will rise 0.7% (↑) in the next year.This home is valued 15.4% lower (↓) than the median home in Ashwood Crossing.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4165-Lobo-Ln-Naperville-IL-60564/303802880_zpid/,0,60564,243500.0,Yes,Central,0.0
1575,Single Family,1967.0,Forced air,Central,2 spaces,Yes,469000.0,"6S345 New Castle Rd, Naperville, IL 60540",2436.0, No,5.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Century Hill will rise 1.3% (↑) in the next year.This home is valued 13.5% higher (↑) than the median home in Century Hill.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/6S345-New-Castle-Rd-Naperville-IL-60540/4535499_zpid/,1,60540,699000.0,Yes,Central,1.0
1576,Townhouse,1973.0,"Forced air, Gas",Central,1 space,Yes,227000.0,"25W037 Keswick Ln, Naperville, IL 60540",1968.0, No,3.0,2.0,1.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Huntington Commons will increase 1.3% (↑) in the next year.This home is valued 45.1% lower (↓) than the median home in Huntington Commons.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/25W037-Keswick-Ln-Naperville-IL-60540/4536041_zpid/,1,60540,327832.0,Yes,Central,1.0
1577,Single Family,1951.0,"Forced air, Gas",Central,1 space,Yes,730000.0,"325 S Columbia St, Naperville, IL 60540",2826.0, No,4.0,5.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Highlands will increase 1.3% (↑) in the next year.This home is valued 76.6% higher (↑) than the median home in Naperville Highlands.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/325-S-Columbia-St-Naperville-IL-60540/4537321_zpid/,2,60540,699000.0,Yes,Central,2.0
1578,Single Family,2004.0,Forced air,Central,3 spaces,No,499999.0,"5739 Rosinweed Ln, Naperville, IL 60564",2932.0, No,4.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in South Pointe will rise 0.7% (↑) in the next year.This home is valued 15.9% higher (↑) than the median home in South Pointe.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/5739-Rosinweed-Ln-Naperville-IL-60564/63205493_zpid/,1,60564,539900.0,Yes,Central,1.0
1579,Single Family,1998.0,"Forced air, Gas",Central,3 spaces,Yes,679143.0,"2416 Comstock Ct, Naperville, IL 60564",3441.0, No,4.0,4.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Stillwater will rise 0.7% (↑) in the next year.This home is valued 57.5% higher (↑) than the median home in Stillwater.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2416-Comstock-Ct-Naperville-IL-60564/5367004_zpid/,1,60564,539900.0,Yes,Central,1.0
1580,Single Family,1995.0,Forced air,Central,3 spaces,No,659900.0,"3411 Scottsdale Cir, Naperville, IL 60564",4381.0, No,7.0,5.0,5.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in White Eagle Club will rise 0.7% (↑) in the next year.This home is valued 53% higher (↑) than the median home in White Eagle Club.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3411-Scottsdale-Cir-Naperville-IL-60564/5368249_zpid/,0,60564,539900.0,Yes,Central,0.0
1581,Single Family,2014.0,Forced air,Central,2 spaces,Yes,1199000.0,"209 W 8th Ave, Naperville, IL 60563",5482.0, No,4.0,5.0,4.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will increase 0.9% (↑) in the next year.This home is valued 273.1% higher (↑) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/209-W-8th-Ave-Naperville-IL-60563/4506152_zpid/,1,60563,634900.0,Yes,Central,1.0
1582,Single Family,2003.0,Forced air,Central,2 spaces,No,429900.0,"1414 E Braymore Cir, Naperville, IL 60564",2640.0, No,4.0,4.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Eagle Pointe will rise 0.7% (↑) in the next year.This home is valued 0.3% lower (↓) than the median home in Eagle Pointe.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/1414-E-Braymore-Cir-Naperville-IL-60564/4522006_zpid/,1,60564,539900.0,Yes,Central,1.0
1583,Condo,1980.0,Electric,Central,2 spaces,No,144900.0,"468 Valley Dr APT 200, Naperville, IL 60563",969.0, No,2.0,2.0,2.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will increase 0.9% (↑) in the next year.This home is valued 54.9% lower (↓) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/468-Valley-Dr-APT-200-Naperville-IL-60563/4507161_zpid/,0,60563,148000.0,Yes,Central,0.0
1584,Single Family,1958.0,Forced air,Central,Attached Garage,Yes,1075000.0,"63 Oakwood Dr, Naperville, IL 60540",3354.0, Yes,4.0,4.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Moser Highlands will rise 1.3% (↑) in the next year.This home is valued 160.1% higher (↑) than the median home in Moser Highlands.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/63-Oakwood-Dr-Naperville-IL-60540/4513399_zpid/,1,60540,699000.0,Yes,Central,1.0
1585,Single Family,2008.0,Forced air,Central,3 spaces,No,959900.0,"4603 Corktree Rd, Naperville, IL 60564",4500.0, No,5.0,6.0,5.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashwood Park will rise 0.7% (↑) in the next year.This home is valued 122.6% higher (↑) than the median home in Ashwood Park.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/4603-Corktree-Rd-Naperville-IL-60564/72608604_zpid/,1,60564,539900.0,Yes,Central,1.0
1586,Single Family,1992.0,"Forced air, Gas",Central,3 spaces,Yes,726900.0,"8S330 Whittington Ct, Naperville, IL 60540",4462.0, No,4.0,5.0,5.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 75.9% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/8S330-Whittington-Ct-Naperville-IL-60540/4546674_zpid/,0,60540,699000.0,Yes,Central,0.0
1587,Townhouse,1998.0,"Forced air, Gas",Central,2 spaces,Yes,279900.0,"1470 Whitespire Ct, Naperville, IL 60565",1768.0, No,2.0,3.0,3.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will increase 1.2% (↑) in the next year.This home is valued 29.4% lower (↓) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/1470-Whitespire-Ct-Naperville-IL-60565/4548495_zpid/,0,60565,360000.0,Yes,Central,0.0
1588,Single Family,2005.0,Forced air,Central,3 spaces,Yes,769900.0,"936 Douglas Ave, Naperville, IL 60540",3312.0, No,4.0,4.0,3.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will increase 1.3% (↑) in the next year.This home is valued 86.3% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/936-Douglas-Ave-Naperville-IL-60540/4506436_zpid/,1,60540,699000.0,Yes,Central,1.0
1589,Single Family,2020.0,"Forced air, Gas",Central,2 spaces,Yes,948700.0,"619 E 8th Ave, Naperville, IL 60563",, Yes,4.0,4.0,3.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will increase 0.9% (↑) in the next year.This home is valued 195.2% higher (↑) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/619-E-8th-Ave-Naperville-IL-60563/4536565_zpid/,1,60563,634900.0,Yes,Central,1.0
1590,Single Family,1976.0,"Forced air, Gas",Central,2 spaces,Yes,403000.0,"1740 Fender Rd, Naperville, IL 60565",2250.0, No,4.0,3.0,2.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Signal Point will increase 1.2% (↑) in the next year.This home is valued 1.7% higher (↑) than the median home in Signal Point.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/1740-Fender-Rd-Naperville-IL-60565/4553051_zpid/,1,60565,499000.0,Yes,Central,1.0
1591,Single Family,1996.0,Forced air,Other,3 spaces,Yes,499000.0,"123 Rieser Cir, Naperville, IL 60565",2720.0, No,4.0,4.0,3.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Old Farm will rise 1.2% (↑) in the next year.This home is valued 25.9% higher (↑) than the median home in Old Farm.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/123-Rieser-Cir-Naperville-IL-60565/4551672_zpid/,1,60565,499000.0,Yes,Other,1.0
1592,Single Family,1976.0,"Forced air, Gas",Central,2 spaces,Yes,339900.0,"28W761 Wagner Rd, Naperville, IL 60564",1598.0, No,3.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Wheatland South will increase 0.7% (↑) in the next year.This home is valued 21.2% lower (↓) than the median home in Wheatland South.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/28W761-Wagner-Rd-Naperville-IL-60564/5370402_zpid/,1,60564,539900.0,Yes,Central,1.0
1593,Single Family,2009.0,Gas,Central,3 spaces,Yes,1790000.0,"415 Hobson Rd, Naperville, IL 60540",6145.0, No,5.0,7.0,6.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will increase 1.3% (↑) in the next year.This home is valued 333.1% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/415-Hobson-Rd-Naperville-IL-60540/89132968_zpid/,1,60540,699000.0,Yes,Central,1.0
1594,Single Family,2003.0,"Forced air, Gas",Central,3 spaces,Yes,950000.0,"644 N Wright St, Naperville, IL 60563",3975.0, No,6.0,5.0,4.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will increase 0.9% (↑) in the next year.This home is valued 195.6% higher (↑) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/644-N-Wright-St-Naperville-IL-60563/4536587_zpid/,1,60563,634900.0,Yes,Central,1.0
1595,Single Family,1977.0,"Forced air, Gas",Central,2 spaces,Yes,569900.0,"515 E Bauer Rd, Naperville, IL 60563",2814.0, No,5.0,3.0,2.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Indian Hill will rise 0.9% (↑) in the next year.This home is valued 77.3% higher (↑) than the median home in Indian Hill.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/515-E-Bauer-Rd-Naperville-IL-60563/4526486_zpid/,1,60563,634900.0,Yes,Central,1.0
1596,Single Family,2004.0,"Forced air, Gas",Central,3 spaces,Yes,512000.0,"5616 Bergamot Ct, Naperville, IL 60564",2908.0, No,4.0,4.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in South Pointe will increase 0.7% (↑) in the next year.This home is valued 18.7% higher (↑) than the median home in South Pointe.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/5616-Bergamot-Ct-Naperville-IL-60564/61232245_zpid/,1,60564,539900.0,Yes,Central,1.0
1597,Townhouse,1996.0,,None,2 spaces,No,360000.0,"1407 Whitespire Ct, Naperville, IL 60565",2006.0, No,3.0,4.0,3.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will increase 1.2% (↑) in the next year.This home is valued 9.2% lower (↓) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/1407-Whitespire-Ct-Naperville-IL-60565/4548435_zpid/,1,60565,360000.0,Yes,None,1.0
1598,Single Family,2000.0,Gas,Central,3 spaces,Yes,423000.0,"29W341 Wagner Rd, Naperville, IL 60564",2619.0, No,5.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Wheatland South will increase 0.7% (↑) in the next year.This home is valued 1.9% lower (↓) than the median home in Wheatland South.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/29W341-Wagner-Rd-Naperville-IL-60564/5369634_zpid/,1,60564,539900.0,Yes,Central,1.0
1599,Single Family,2015.0,Forced air,Central,2 spaces,No,599500.0,"2967 Chevy Chase Ln, Naperville, IL 60564",2572.0, No,2.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Carillon Club will increase 0.7% (↑) in the next year.This home is valued 39% higher (↑) than the median home in Carillon Club.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/2967-Chevy-Chase-Ln-Naperville-IL-60564/82635010_zpid/,1,60564,539900.0,Yes,Central,1.0
1600,Single Family,2020.0,Forced air,Central,2 spaces,No,447990.0,"3359 Empress Dr, Naperville, IL 60564",2422.0, Yes,2.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Ashwood Crossing will increase 0.7% (↑) in the next year.This home is valued 3.9% higher (↑) than the median home in Ashwood Crossing.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3359-Empress-Dr-Naperville-IL-60564/303803347_zpid/,1,60564,539900.0,Yes,Central,1.0
1601,Condo,1985.0,"Forced air, Radiant, Gas",Central,2 spaces,No,206900.0,"511 Aurora Ave UNIT 413, Naperville, IL 60540",845.0, No,1.0,1.0,1.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will increase 1.3% (↑) in the next year.This home is valued 49.9% lower (↓) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/511-Aurora-Ave-UNIT-413-Naperville-IL-60540/4512846_zpid/,0,60540,236200.0,Yes,Central,0.0
1602,Condo,1986.0,"Forced air, Gas",Central,2 spaces,No,257900.0,"511 Aurora Ave UNIT 506, Naperville, IL 60540",925.0, No,1.0,1.0,1.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 37.6% lower (↓) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/511-Aurora-Ave-UNIT-506-Naperville-IL-60540/4512859_zpid/,0,60540,236200.0,Yes,Central,0.0
1603,Single Family,2005.0,Forced air,Central,4 spaces,No,1436510.0,"3947 Littlestone Cir, Naperville, IL 60564",5900.0, No,5.0,6.0,5.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Tamarack will increase 0.7% (↑) in the next year.This home is valued 233.1% higher (↑) than the median home in Tamarack.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/3947-Littlestone-Cir-Naperville-IL-60564/55682912_zpid/,1,60564,539900.0,Yes,Central,1.0
1604,Townhouse,1996.0,Forced air,Central,2 spaces,No,280000.0,"1863 Tamahawk Ln, Naperville, IL 60564",1347.0, No,2.0,3.0,2.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60564 will rise 0.7% (↑) in the next year.This home is valued 35.1% lower (↓) than the median home in 60564.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/1863-Tamahawk-Ln-Naperville-IL-60564/5366199_zpid/,1,60564,360855.0,Yes,Central,1.0
1605,Single Family,2016.0,Forced air,Central,3 spaces,Yes,1249900.0,"515 N Eagle St, Naperville, IL 60563",5198.0, No,5.0,6.0,5.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60563 will rise 0.9% (↑) in the next year.This home is valued 288.9% higher (↑) than the median home in 60563.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/515-N-Eagle-St-Naperville-IL-60563/4506247_zpid/,1,60563,634900.0,Yes,Central,1.0
1606,Single Family,1998.0,Forced air,Central,3 spaces,No,634900.0,"760 Sigmund Rd, Naperville, IL 60563",3084.0, No,5.0,4.0,3.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Century Farms will rise 0.9% (↑) in the next year.This home is valued 97.5% higher (↑) than the median home in Century Farms.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/760-Sigmund-Rd-Naperville-IL-60563/4504420_zpid/,1,60563,634900.0,Yes,Central,1.0
1607,Condo,1980.0,Baseboard,Central,2 spaces,No,138000.0,"1121 W Ogden Ave APT 358, Naperville, IL 60563",1050.0, No,2.0,2.0,2.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Cress Creek will increase 0.9% (↑) in the next year.This home is valued 57.1% lower (↓) than the median home in Cress Creek.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/1121-W-Ogden-Ave-APT-358-Naperville-IL-60563/4504183_zpid/,0,60563,148000.0,Yes,Central,0.0
1608,Single Family,1989.0,"Forced air, Gas",Central,3 spaces,Yes,689900.0,"24741 Royal Lytham Dr, Naperville, IL 60564",4199.0, No,4.0,4.0,3.0,"Home values in 60564 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Tamarack will increase 0.7% (↑) in the next year.This home is valued 60% higher (↑) than the median home in Tamarack.The median Zestimate® for this neighborhood is $431,287.",https://www.zillow.com/homedetails/24741-Royal-Lytham-Dr-Naperville-IL-60564/5373791_zpid/,1,60564,539900.0,Yes,Central,1.0
1609,Single Family,1987.0,Forced air,Central,2 spaces,Yes,374000.0,"2299 Woodview Ln, Naperville, IL 60565",1255.0, No,3.0,1.0,1.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Old Farm will rise 1.2% (↑) in the next year.This home is valued 5.6% lower (↓) than the median home in Old Farm.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/2299-Woodview-Ln-Naperville-IL-60565/5395824_zpid/,0,60565,499000.0,Yes,Central,0.0
1610,Townhouse,2003.0,Forced air,Central,2 spaces,No,574900.0,"221 Box Car Ave, Naperville, IL 60540",2585.0, No,3.0,4.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60540 will rise 1.3% (↑) in the next year.This home is valued 39.1% higher (↑) than the median home in 60540.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/221-Box-Car-Ave-Naperville-IL-60540/59825821_zpid/,2,60540,327832.0,Yes,Central,2.0
1611,Single Family,1977.0,"Forced air, Gas",Central,2 spaces,Yes,500000.0,"1223 Iron Liege Ct, Naperville, IL 60540",2710.0, No,4.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Hobson Village will increase 1.3% (↑) in the next year.This home is valued 21% higher (↑) than the median home in Hobson Village.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/1223-Iron-Liege-Ct-Naperville-IL-60540/4539344_zpid/,1,60540,699000.0,Yes,Central,1.0
1612,Single Family,1867.0,,Central,5 spaces,Yes,517000.0,"135 N Ellsworth St, Naperville, IL 60540",2265.0, No,3.0,3.0,2.0,"Home values in 60540 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Naperville Historic District will increase 1.3% (↑) in the next year.This home is valued 25.1% higher (↑) than the median home in Naperville Historic District.The median Zestimate® for this neighborhood is $413,252.",https://www.zillow.com/homedetails/135-N-Ellsworth-St-Naperville-IL-60540/4536893_zpid/,1,60540,699000.0,Yes,Central,1.0
1613,Single Family,1992.0,"Forced air, Gas",Central,2 spaces,Yes,525000.0,"2112 Primrose Ln, Naperville, IL 60565",2944.0, No,4.0,3.0,2.0,"Home values in 60565 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in 60565 will increase 1.2% (↑) in the next year.This home is valued 32.5% higher (↑) than the median home in 60565.The median Zestimate® for this neighborhood is $396,329.",https://www.zillow.com/homedetails/2112-Primrose-Ln-Naperville-IL-60565/4553743_zpid/,1,60565,499000.0,Yes,Central,1.0
1614,Single Family,2019.0,Forced air,Central,3 spaces,No,617500.0,"1336 Bayou Path Ct, Naperville, IL 60563",2937.0, No,4.0,3.0,2.0,"Home values in 60563 have risen 1.0 % (↑) over the past 12 months.Zillow predicts the home values in Country Lakes will increase 0.9% (↑) in the next year.This home is valued 92.1% higher (↑) than the median home in Country Lakes.The median Zestimate® for this neighborhood is $321,403.",https://www.zillow.com/homedetails/1336-Bayou-Path-Ct-Naperville-IL-60563/2078357905_zpid/,1,60563,634900.0,Yes,Central,1.0
