,Type,Year built,Heating,Cooling,Parking,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms,Status
561,Condo,2011.0,Forced air,Central,1 space,439900.0,"2210 W Wabansia Ave APT 410, Chicago, IL 60647", No,2,2.0,2.0,"Home values in Bucktown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bucktown will increase 0.5% () in the next year.This home is valued 26.8% lower () than the median home in Bucktown.The median Zestimate for this neighborhood is $601,188.",https://www.zillow.com/homedetails/2210-W-Wabansia-Ave-APT-410-Chicago-IL-60647/54535075_zpid/,,,250.0,0,For Sale
562,Multiple Occupancy,1885.0,"Forced air, Gas",Central,4 spaces,2000000.0,"405 W Eugenie St, Chicago, IL 60614", No,8,6.0,6.0,"Home values in 60614 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Town Triangle will fall 0.9% () in the next year.This home is valued 213.5% higher () than the median home in Old Town Triangle.The median Zestimate for this neighborhood is $638,027.",https://www.zillow.com/homedetails/405-W-Eugenie-St-Chicago-IL-60614/2111032040_zpid/,,4000.0,,0,For Sale
563,Condo,1920.0,"Forced air, Gas",Central,,315000.0,"3237 N Oakley Ave #3N, Chicago, IL 60618", No,2,1.0,1.0,"Home values in Roscoe Village have risen 0.6% () over the past 12 months.Zillow predicts the home values in Roscoe Village will increase 0.6% () in the next year.This home is valued 59% lower () than the median home in Roscoe Village.The median Zestimate for this neighborhood is $768,333.",https://www.zillow.com/homedetails/3237-N-Oakley-Ave-3N-Chicago-IL-60618/2077665706_zpid/,,1000.0,313.0,0,For Sale
564,Condo,1951.0,Forced air,Central,1 space,299900.0,"4346 N Pulaski Rd APT 201, Chicago, IL 60641", No,3,3.0,2.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% () in the next year.This home is valued 25.3% lower () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4346-N-Pulaski-Rd-APT-201-Chicago-IL-60641/98364882_zpid/,,1400.0,424.0,1,For Sale
565,Single Family,1900.0,,None,6 spaces,150000.0,"13132 S Houston Ave, Chicago, IL 60633", No,3,2.0,2.0,"Home values in Hegewisch have risen 0.6% () over the past 12 months.Zillow predicts the home values in Hegewisch will rise 3.8% () in the next year.This home is valued 9% higher () than the median home in Hegewisch.The median Zestimate for this neighborhood is $137,622.",https://www.zillow.com/homedetails/13132-S-Houston-Ave-Chicago-IL-60633/4175304_zpid/,4687.0,1305.0,,0,For Sale
566,Condo,2008.0,Forced air,Central,1 space,380000.0,"50 E 16th St UNIT 1308, Chicago, IL 60616", No,2,2.0,2.0,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 0.8% higher () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/50-E-16th-St-UNIT-1308-Chicago-IL-60616/113952647_zpid/,,1150.0,500.0,0,For Sale
567,Condo,1930.0,"Forced air, Gas",Central,,270000.0,"758 N Larrabee St APT 632, Chicago, IL 60654", No,1,1.0,1.0,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 36.5% lower () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/758-N-Larrabee-St-APT-632-Chicago-IL-60654/63698946_zpid/,,700.0,369.0,0,For Sale
568,Condo,1963.0,Other,Other,1 space,297500.0,"1355 N Sandburg Ter #1809D, Chicago, IL 60610", No,1,1.0,1.0,"Home values in Old Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% () in the next year.This home is valued 25.3% lower () than the median home in Old Town.The median Zestimate for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1355-N-Sandburg-Ter-1809D-Chicago-IL-60610/3856381_zpid/,,850.0,688.0,0,For Sale
569,Single Family,1905.0,Forced air,Central,2 spaces,599995.0,"1639 N Campbell Ave, Chicago, IL 60647", No,4,2.0,2.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 48.6% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1639-N-Campbell-Ave-Chicago-IL-60647/3689349_zpid/,3123.0,2100.0,,0,For Sale
570,Condo,1913.0,,None,,275000.0,"2110 W Montrose Ave APT 3S, Chicago, IL 60618", No,2,1.0,1.0,"Home values in Ravenswood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Ravenswood will increase 2.6% () in the next year.This home is valued 44.9% lower () than the median home in Ravenswood.The median Zestimate for this neighborhood is $498,877.",https://www.zillow.com/homedetails/2110-W-Montrose-Ave-APT-3S-Chicago-IL-60618/87690595_zpid/,,,323.0,0,For Sale
571,Condo,2001.0,Forced air,Central,1 space,430000.0,"1601 W Altgeld St APT 3D, Chicago, IL 60614", No,3,2.0,2.0,"Home values in Lathrop Homes have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lathrop Homes will fall 0.4% () in the next year.This home is valued 26.5% lower () than the median home in Lathrop Homes.The median Zestimate for this neighborhood is $585,007.",https://www.zillow.com/homedetails/1601-W-Altgeld-St-APT-3D-Chicago-IL-60614/60201822_zpid/,,1600.0,309.0,0,For Sale
572,Condo,1939.0,Other,Other,1 space,99999.0,"5052 N Marine Dr APT D4, Chicago, IL 60640", No,1,1.0,1.0,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will rise 2% () in the next year.This home is valued 67% lower () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/5052-N-Marine-Dr-APT-D4-Chicago-IL-60640/2090759933_zpid/,,860.0,550.0,0,For Sale
573,Condo,1990.0,Forced air,Central,1 space,315000.0,"401 E Ontario St APT 4204, Chicago, IL 60611", No,1,1.0,1.0,"Home values in Streeterville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% () in the next year.This home is valued 32.1% lower () than the median home in Streeterville.The median Zestimate for this neighborhood is $463,930.",https://www.zillow.com/homedetails/401-E-Ontario-St-APT-4204-Chicago-IL-60611/58367717_zpid/,,775.0,639.0,0,For Sale
574,Condo,1920.0,Other,Wall,1 space,330000.0,"2835 N Cambridge Ave APT 2, Chicago, IL 60657", No,2,1.0,1.0,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% () in the next year.This home is valued 4.6% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2835-N-Cambridge-Ave-APT-2-Chicago-IL-60657/49918148_zpid/,,1000.0,323.0,0,For Sale
575,Multiple Occupancy,1905.0,Gas,None,2 spaces,325000.0,"4645 W Montana St, Chicago, IL 60639", No,4,2.0,2.0,"Home values in Kelvin Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Kelvin Park will decrease 2.2% () in the next year.This home is valued 23.5% higher () than the median home in Kelvin Park.The median Zestimate for this neighborhood is $263,264.",https://www.zillow.com/homedetails/4645-W-Montana-St-Chicago-IL-60639/2077666192_zpid/,,,,0,For Sale
576,Condo,1908.0,"Forced air, Electric",Central,1 space,475000.0,"1034 W Armitage Ave #A, Chicago, IL 60614", No,2,3.0,2.0,"Home values in Sheffield Neighbors have risen 0.6% () over the past 12 months.Zillow predicts the home values in Sheffield Neighbors will fall 0.6% () in the next year.This home is valued 53.9% lower () than the median home in Sheffield Neighbors.The median Zestimate for this neighborhood is $1,029,586.",https://www.zillow.com/homedetails/1034-W-Armitage-Ave-A-Chicago-IL-60614/3735807_zpid/,,,561.0,1,For Sale
577,Condo,1962.0,Forced air,Other,1 space,225000.0,"300 N State St APT 4727, Chicago, IL 60654", No,0,1.0,1.0,"Home values in Near North have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near North will fall 0% () in the next year.This home is valued 42.3% lower () than the median home in Near North.The median Zestimate for this neighborhood is $390,006.",https://www.zillow.com/homedetails/300-N-State-St-APT-4727-Chicago-IL-60654/2085023003_zpid/,,500.0,412.0,0,For Sale
578,Condo,1957.0,Baseboard,None,,137500.0,"6118 N Sheridan Rd APT 1003, Chicago, IL 60660", No,2,1.0,1.0,"Home values in Edgewater have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edgewater will increase 1.3% () in the next year.This home is valued 43.2% lower () than the median home in Edgewater.The median Zestimate for this neighborhood is $242,192.",https://www.zillow.com/homedetails/6118-N-Sheridan-Rd-APT-1003-Chicago-IL-60660/3690924_zpid/,,900.0,608.0,0,For Sale
579,Condo,1925.0,"Forced air, Gas",Central,,169999.0,"1635 W Farwell Ave APT 2S, Chicago, IL 60626", No,2,1.0,1.0,"Home values in Rogers Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% () in the next year.This home is valued 24.8% lower () than the median home in Rogers Park.The median Zestimate for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1635-W-Farwell-Ave-APT-2S-Chicago-IL-60626/2133200045_zpid/,,1040.0,203.0,0,For Sale
580,Condo,1920.0,"Other, Radiant",None,1 space,299000.0,"6337 N Glenwood Ave #1S, Chicago, IL 60660", No,2,1.0,1.0,"Home values in Edgewater have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edgewater will rise 1.3% () in the next year.This home is valued 23.5% higher () than the median home in Edgewater.The median Zestimate for this neighborhood is $242,192.",https://www.zillow.com/homedetails/6337-N-Glenwood-Ave-1S-Chicago-IL-60660/62008405_zpid/,,1500.0,300.0,0,For Sale
581,Multiple Occupancy,1910.0,Gas,Central,3 spaces,849000.0,"2733 N Hamlin Ave, Chicago, IL 60647", No,7,5.0,5.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% () in the next year.This home is valued 110.3% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2733-N-Hamlin-Ave-Chicago-IL-60647/2083992172_zpid/,,1000.0,,0,For Sale
582,Condo,2008.0,Forced air,Central,1 space,447000.0,"2326 W Giddings St APT 303, Chicago, IL 60625", No,2,2.0,2.0,"Home values in Lincoln Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lincoln Square will rise 2.1% () in the next year.This home is valued 4.9% higher () than the median home in Lincoln Square.The median Zestimate for this neighborhood is $426,003.",https://www.zillow.com/homedetails/2326-W-Giddings-St-APT-303-Chicago-IL-60625/101237050_zpid/,,1300.0,292.0,0,For Sale
583,Multiple Occupancy,,Gas,None,,525000.0,"2135 W Augusta Blvd, Chicago, IL 60622", No,5,2.0,2.0,"Home values in Ukrainian Village have risen 0.6% () over the past 12 months.Zillow predicts the home values in Ukrainian Village will rise 2.5% () in the next year.This home is valued 5.1% higher () than the median home in Ukrainian Village.The median Zestimate for this neighborhood is $499,489.",https://www.zillow.com/homedetails/2135-W-Augusta-Blvd-Chicago-IL-60622/2077666822_zpid/,,,,0,For Sale
584,Condo,1951.0,"Forced air, Gas",Central,1 space,289000.0,"880 N Lake Shore Dr APT 14F, Chicago, IL 60611", No,1,1.0,1.0,"Home values in Streeterville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% () in the next year.This home is valued 37.7% lower () than the median home in Streeterville.The median Zestimate for this neighborhood is $463,930.",https://www.zillow.com/homedetails/880-N-Lake-Shore-Dr-APT-14F-Chicago-IL-60611/2126514551_zpid/,,800.0,1454.0,0,For Sale
585,Multi Family,1900.0,Gas,None,,599000.0,"2623 W 21st Pl, Chicago, IL 60608", No,12,7.0,7.0,"Home values in Little Village have risen 0.6% () over the past 12 months.Zillow predicts the home values in Little Village will decrease 0.5% () in the next year.This home is valued 299.4% higher () than the median home in Little Village.The median Zestimate for this neighborhood is $149,958.",https://www.zillow.com/homedetails/2623-W-21st-Pl-Chicago-IL-60608/306329382_zpid/,,1200.0,,0,For Sale
586,Condo,1924.0,Other,Refrigeration,1 space,395000.0,"2740 N Mildred Ave #2, Chicago, IL 60614", No,2,1.0,1.0,"Home values in Wrightwood Neighbors have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will decrease 0.5% () in the next year.This home is valued 41.7% lower () than the median home in Wrightwood Neighbors.The median Zestimate for this neighborhood is $677,229.",https://www.zillow.com/homedetails/2740-N-Mildred-Ave-2-Chicago-IL-60614/3730058_zpid/,,1300.0,300.0,0,For Sale
587,Single Family,1967.0,Forced air,Central,,120000.0,"1044 W 104th St, Chicago, IL 60643", No,4,2.0,1.0,"Home values in Washington Heights have risen 0.6% () over the past 12 months.Zillow predicts the home values in Washington Heights will fall 8.7% () in the next year.This home is valued 1.4% higher () than the median home in Washington Heights.The median Zestimate for this neighborhood is $118,397.",https://www.zillow.com/homedetails/1044-W-104th-St-Chicago-IL-60643/4143836_zpid/,3149.0,1040.0,,1,For Sale
588,Condo,2016.0,"Forced air, Gas",Central,1 space,599999.0,"2133 N Campbell Ave #1B, Chicago, IL 60647", No,3,3.0,2.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 48.6% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2133-N-Campbell-Ave-1B-Chicago-IL-60647/253422241_zpid/,,1892.0,240.0,1,For Sale
589,Condo,2005.0,Forced air,Central,1 space,369000.0,"1830 W Foster Ave APT 3W, Chicago, IL 60640", No,2,2.0,2.0,"Home values in Bowmanville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bowmanville will increase 4.8% () in the next year.This home is valued 31.7% lower () than the median home in Bowmanville.The median Zestimate for this neighborhood is $540,497.",https://www.zillow.com/homedetails/1830-W-Foster-Ave-APT-3W-Chicago-IL-60640/2084965903_zpid/,,,348.0,0,For Sale
590,Condo,2004.0,Forced air,Central,1 space,349000.0,"1506 N Campbell Ave APT 2N, Chicago, IL 60622", No,2,2.0,2.0,"Home values in Humboldt Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Humboldt Park will increase 4.2% () in the next year.This home is valued 16.3% higher () than the median home in Humboldt Park.The median Zestimate for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1506-N-Campbell-Ave-APT-2N-Chicago-IL-60622/70463053_zpid/,,1200.0,134.0,0,For Sale
591,Condo,2016.0,"Electric, Gas",Central,1 space,574900.0,"1008 N Larrabee St #3S, Chicago, IL 60610", No,2,2.0,2.0,"Home values in Goose Island have risen 0.6% () over the past 12 months.Zillow predicts the home values in Goose Island will decrease 0.6% () in the next year.This home is valued 23.9% higher () than the median home in Goose Island.The median Zestimate for this neighborhood is $463,950.",https://www.zillow.com/homedetails/1008-N-Larrabee-St-3S-Chicago-IL-60610/253420155_zpid/,,,182.0,0,For Sale
592,Townhouse,1987.0,"Forced air, Gas",Central,1 space,520000.0,"1445 W Wrightwood Ave #A, Chicago, IL 60614", No,2,3.0,2.0,"Home values in West De Paul have risen 0.6% () over the past 12 months.Zillow predicts the home values in West De Paul will fall 0.9% () in the next year.This home is valued 33.6% lower () than the median home in West De Paul.The median Zestimate for this neighborhood is $783,255.",https://www.zillow.com/homedetails/1445-W-Wrightwood-Ave-A-Chicago-IL-60614/2077667820_zpid/,,1800.0,,1,For Sale
593,Condo,2005.0,Gas,Central,1 space,330000.0,"4453 S Berkeley Ave #2, Chicago, IL 60653", No,2,3.0,3.0,"Home values in North Kenwood have risen 0.6% () over the past 12 months.Zillow predicts the home values in North Kenwood will rise 3.7% () in the next year.This home is valued 3.6% higher () than the median home in North Kenwood.The median Zestimate for this neighborhood is $318,631.",https://www.zillow.com/homedetails/4453-S-Berkeley-Ave-2-Chicago-IL-60653/89931758_zpid/,,2900.0,256.0,0,For Sale
594,Single Family,1912.0,Gas,Central,2 spaces,329900.0,"4530 N Melvina Ave, Chicago, IL 60630", No,4,3.0,3.0,"Home values in Jefferson Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Jefferson Park will decrease 2.4% () in the next year.This home is valued 8.8% higher () than the median home in Jefferson Park.The median Zestimate for this neighborhood is $303,165.",https://www.zillow.com/homedetails/4530-N-Melvina-Ave-Chicago-IL-60630/3650781_zpid/,3789.0,1760.0,,0,For Sale
595,Condo,1907.0,Forced air,Central,,225000.0,"3945 N Kostner Ave #2, Chicago, IL 60641", No,1,1.0,1.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% () in the next year.This home is valued 43.9% lower () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3945-N-Kostner-Ave-2-Chicago-IL-60641/89976862_zpid/,,,169.0,0,For Sale
596,Condo,2006.0,"Forced air, Electric",Central,2 spaces,699000.0,"849 N Franklin St UNIT 714, Chicago, IL 60610", No,3,3.0,3.0,"Home values in Near North have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near North will fall 0% () in the next year.This home is valued 79.2% higher () than the median home in Near North.The median Zestimate for this neighborhood is $390,006.",https://www.zillow.com/homedetails/849-N-Franklin-St-UNIT-714-Chicago-IL-60610/89927434_zpid/,,2060.0,1207.0,0,For Sale
597,Condo,1913.0,Forced air,Central,,295000.0,"1653 W Addison St APT 2A, Chicago, IL 60613", No,2,1.0,1.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% () in the next year.This home is valued 45.4% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1653-W-Addison-St-APT-2A-Chicago-IL-60613/80846306_zpid/,,,252.0,0,For Sale
598,Single Family,1969.0,Gas,Central,2 spaces,259000.0,"454 W 44th St, Chicago, IL 60609", No,4,2.0,2.0,"Home values in Canaryville have risen 0.6% () over the past 12 months.Zillow predicts the home values in Canaryville will rise 1.6% () in the next year.This home is valued 1.7% higher () than the median home in Canaryville.The median Zestimate for this neighborhood is $254,665.",https://www.zillow.com/homedetails/454-W-44th-St-Chicago-IL-60609/3981042_zpid/,3175.0,1100.0,,0,For Sale
599,Condo,1892.0,Forced air,Central,,499000.0,"1500 N La Salle St #4A, Chicago, IL 60610", No,3,2.0,2.0,"Home values in Old Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in Old Town will fall 0.2% () in the next year.This home is valued 25.3% higher () than the median home in Old Town.The median Zestimate for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1500-N-La-Salle-St-4A-Chicago-IL-60610/2077668853_zpid/,,1600.0,576.0,0,For Sale
600,Condo,1966.0,"Baseboard, Electric",Refrigeration,1 space,189900.0,"4258 N Greenview Ave APT 2F, Chicago, IL 60613", No,1,1.0,1.0,"Home values in Graceland West have risen 0.6% () over the past 12 months.Zillow predicts the home values in Graceland West will increase 1.2% () in the next year.This home is valued 70.9% lower () than the median home in Graceland West.The median Zestimate for this neighborhood is $651,745.",https://www.zillow.com/homedetails/4258-N-Greenview-Ave-APT-2F-Chicago-IL-60613/3706201_zpid/,,700.0,267.0,0,For Sale
601,Multi Family,,Forced air,None,2 spaces,780000.0,"2421 N Greenview Ave, Chicago, IL 60614", No,5,2.0,2.0,"Home values in West De Paul have risen 0.6% () over the past 12 months.Zillow predicts the home values in West De Paul will fall 0.9% () in the next year.This home is valued 0.4% lower () than the median home in West De Paul.The median Zestimate for this neighborhood is $783,255.",https://www.zillow.com/homedetails/2421-N-Greenview-Ave-Chicago-IL-60614/2145236692_zpid/,,,,0,For Sale
602,Single Family,1941.0,Forced air,Central,2 spaces,199900.0,"7336 S Talman Ave, Chicago, IL 60629", No,3,2.0,2.0,"Home values in Marquette Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Marquette Park will rise 0.3% () in the next year.This home is valued 23.5% higher () than the median home in Marquette Park.The median Zestimate for this neighborhood is $161,845.",https://www.zillow.com/homedetails/7336-S-Talman-Ave-Chicago-IL-60629/3957659_zpid/,5292.0,1400.0,,0,For Sale
603,Condo,1989.0,Forced air,Central,1 space,490000.0,"1122 N Clark St APT 3803, Chicago, IL 60610", No,2,2.0,2.0,"Home values in Near North have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near North will decrease 0% () in the next year.This home is valued 25.6% higher () than the median home in Near North.The median Zestimate for this neighborhood is $390,006.",https://www.zillow.com/homedetails/1122-N-Clark-St-APT-3803-Chicago-IL-60610/58364435_zpid/,,1275.0,954.0,0,For Sale
604,Condo,2020.0,Forced air,Central,1 space,610000.0,"Floor plan: 07, Triangle Square Condos, Chicago, IL 60614", Yes,2,2.0,2.0,"Home values in Bucktown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bucktown will increase 0.5% () in the next year.This home is valued 1.5% higher () than the median home in Bucktown.The median Zestimate for this neighborhood is $601,188.",https://www.zillow.com/community/triangle-square-condos/2079161483_zpid/,,,,0,For Sale
605,Condo,1922.0,Forced air,Central,,230000.0,"1001 W 15th St UNIT 127, Chicago, IL 60608", No,1,1.0,1.0,"Home values in University Village - Little Italy have risen 0.6% () over the past 12 months.Zillow predicts the home values in University Village - Little Italy will fall 0.9% () in the next year.This home is valued 34.5% lower () than the median home in University Village - Little Italy.The median Zestimate for this neighborhood is $351,164.",https://www.zillow.com/homedetails/1001-W-15th-St-UNIT-127-Chicago-IL-60608/87694446_zpid/,,,444.0,0,For Sale
606,Condo,2008.0,"Forced air, Gas",Central,1 space,214000.0,"1720 S Michigan Ave APT 1217, Chicago, IL 60616", No,1,1.0,1.0,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 43.2% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1720-S-Michigan-Ave-APT-1217-Chicago-IL-60616/101325708_zpid/,,705.0,413.0,0,For Sale
607,Condo,1920.0,Forced air,Central,1 space,339999.0,"1070 W 15th St UNIT 303, Chicago, IL 60608", No,2,2.0,2.0,"Home values in University Village - Little Italy have risen 0.6% () over the past 12 months.Zillow predicts the home values in University Village - Little Italy will decrease 0.9% () in the next year.This home is valued 3.2% lower () than the median home in University Village - Little Italy.The median Zestimate for this neighborhood is $351,164.",https://www.zillow.com/homedetails/1070-W-15th-St-UNIT-303-Chicago-IL-60608/80849410_zpid/,,1250.0,484.0,0,For Sale
608,Condo,1986.0,Gas,None,1 space,219900.0,"7117 W Belmont Ave APT 2B, Chicago, IL 60634", No,2,2.0,2.0,"Home values in Montclare have risen 0.6% () over the past 12 months.Zillow predicts the home values in Montclare will fall 2.1% () in the next year.This home is valued 14.4% lower () than the median home in Montclare.The median Zestimate for this neighborhood is $256,941.",https://www.zillow.com/homedetails/7117-W-Belmont-Ave-APT-2B-Chicago-IL-60634/3677398_zpid/,,1116.0,200.0,0,For Sale
609,Condo,2020.0,Radiant,Central,1 space,2395000.0,"Floor plan: Unit 601 - 900 WEST, 900 WEST, Chicago, IL 60607", Yes,4,5.0,4.0,"Home values in West Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% () in the next year.This home is valued 371.9% higher () than the median home in West Town.The median Zestimate for this neighborhood is $507,475.",https://www.zillow.com/community/900-west/2083119875_zpid/,,,,1,For Sale
610,Condo,2002.0,"Forced air, Gas",Central,1 space,249000.0,"2351 W Congress Pkwy APT 1, Chicago, IL 60612", No,2,2.0,2.0,"Home values in Tri-Taylor have risen 0.6% () over the past 12 months.Zillow predicts the home values in Tri-Taylor will fall 2.1% () in the next year.This home is valued 4.5% lower () than the median home in Tri-Taylor.The median Zestimate for this neighborhood is $260,631.",https://www.zillow.com/homedetails/2351-W-Congress-Pkwy-APT-1-Chicago-IL-60612/63703823_zpid/,,1200.0,200.0,0,For Sale
611,Condo,1973.0,Forced air,Central,,169000.0,"655 W Irving Park Rd APT 2709, Chicago, IL 60613", No,1,1.0,1.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% () in the next year.This home is valued 68.7% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-2709-Chicago-IL-60613/65560247_zpid/,,550.0,438.0,0,For Sale
612,Condo,2006.0,Forced air,Central,1 space,445000.0,"700 N Larrabee St APT 1012, Chicago, IL 60654", No,2,2.0,2.0,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will fall 0.3% () in the next year.This home is valued 4.7% higher () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/700-N-Larrabee-St-APT-1012-Chicago-IL-60654/87700650_zpid/,,,678.0,0,For Sale
613,Single Family,,Forced air,Other,2 spaces,1900.0,"3633 W 107th St, Chicago, IL 60655", No,3,2.0,,"Home values in Mount Greenwood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Mount Greenwood will rise 1.5% () in the next year.This home is valued 99.2% lower () than the median home in Mount Greenwood.The median Zestimate for this neighborhood is $242,860.",https://www.zillow.com/homedetails/3633-W-107th-St-Chicago-IL-60655/4082544_zpid/,,,,0,For Sale
614,Condo,2007.0,"Forced air, Gas",Central,1 space,412900.0,"901 W Madison St UNIT 411, Chicago, IL 60607", No,2,2.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 1.9% lower () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/901-W-Madison-St-UNIT-411-Chicago-IL-60607/89971876_zpid/,,,509.0,0,For Sale
615,Condo,1910.0,Forced air,Central,1 space,142000.0,"1552 E 65th Pl #3, Chicago, IL 60637", No,2,1.0,1.0,"Home values in Woodlawn have risen 0.6% () over the past 12 months.Zillow predicts the home values in Woodlawn will fall 1.4% () in the next year.This home is valued 20.5% lower () than the median home in Woodlawn.The median Zestimate for this neighborhood is $178,718.",https://www.zillow.com/homedetails/1552-E-65th-Pl-3-Chicago-IL-60637/70478075_zpid/,,1200.0,315.0,0,For Sale
616,Condo,1906.0,Forced air,Central,1 space,229000.0,"6 E Monroe St APT 804, Chicago, IL 60603", No,1,1.0,1.0,"Home values in The Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in The Loop will decrease 3.3% () in the next year.This home is valued 38% lower () than the median home in The Loop.The median Zestimate for this neighborhood is $369,141.",https://www.zillow.com/homedetails/6-E-Monroe-St-APT-804-Chicago-IL-60603/62012858_zpid/,,920.0,636.0,0,For Sale
617,Single Family,2001.0,Forced air,Central,2 spaces,409000.0,"6729 W 64th Pl, Chicago, IL 60638", No,4,3.0,3.0,"Home values in Clearing have risen 0.6% () over the past 12 months.Zillow predicts the home values in Clearing will increase 3.9% () in the next year.This home is valued 77.4% higher () than the median home in Clearing.The median Zestimate for this neighborhood is $230,509.",https://www.zillow.com/homedetails/6729-W-64th-Pl-Chicago-IL-60638/61961779_zpid/,4007.0,2176.0,,0,For Sale
618,Single Family,2007.0,Forced air,Central,2 spaces,130000.0,"1815 S Ridgeway Ave, Chicago, IL 60623", No,3,2.0,1.0,"Home values in 60623 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lawndale will increase 2.9% () in the next year.This home is valued 10.3% lower () than the median home in Lawndale.The median Zestimate for this neighborhood is $144,981.",https://www.zillow.com/homedetails/1815-S-Ridgeway-Ave-Chicago-IL-60623/80855367_zpid/,3001.0,1154.0,,1,For Sale
